交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1404,46860,49000,46570,48500,1500,4540,-25134,47950,116224,2743276.95
cu1405,46760,49430,46380,48680,1810,50010,-31710,48730,483986,11487570.54
cu1406,46650,48630,46090,48150,1360,130108,-132782,48060,2036812,47768380.91
cu1407,46580,48160,45750,47650,950,279510,22302,47610,7787926,182053429.6
cu1408,46470,47840,45500,47340,740,208058,130320,47270,2449624,57185524.28
cu1409,46330,47640,45350,47170,670,80870,59048,47060,468798,10914459.99
cu1410,46440,47520,45240,47070,630,22894,17436,46930,77540,1806317.05
cu1411,46650,47440,45030,46960,490,8836,5466,46870,19408,451195.06
cu1412,46480,47400,45050,46880,360,6244,2680,46810,11182,258698.41
cu1501,46490,47670,45160,46800,300,2612,922,46750,4744,109584.72
cu1502,46530,47380,45190,46840,270,1320,264,46730,3014,69647.45
cu1503,46620,47390,45230,46760,230,632,320,46700,1934,44747.35
cu1504,45240,47390,45240,46740,46740,504,504,46700,1376,31891.13
cu小计, ,49430,45030, , ,796138,49636, ,13462568,314924723.4
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
alefp, ,12950,12950,12950, ,0,0, ,3840,24864
al1404,12895,13175,12600,13070,240,38370,-16210,13060,75390,487591.1
al1405,12950,13555,12850,13300,375,45480,-33212,13295,149534,985961.98
al1406,13045,13650,12930,13305,290,87922,-30744,13330,520820,3447240.84
al1407,13105,13725,13005,13330,245,114802,55760,13355,606652,4069040.72
al1408,13190,13780,13090,13360,210,65758,35942,13375,157676,1061641.43
al1409,13275,13890,13135,13400,170,17512,11784,13410,27864,188286.55
al1410,13310,13865,13240,13425,135,3802,2010,13440,5138,34818.32
al1411,13325,13925,13280,13450,45,1208,640,13450,1626,11031.31
al1412,13500,13930,13425,13500,155,430,186,13530,618,4218.47
al1501,13490,13995,13400,13565,250,316,100,13540,468,3194.76
al1502,13510,14060,13510,13550,100,54,36,13570,100,685.98
al1503,13530,14105,13530,13580,5,128,112,13600,388,2679.19
al1504,13870,14215,13670,13670,13670,6,6,13670,16,110.93
al小计, ,14215,12600, , ,375788,26410, ,1546290,10296501.55
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1404,14710,14925,14670,14900,220,4300,-6746,14910,17316,128066.28
zn1405,14750,15150,14710,14995,245,15660,-23668,15010,61602,459755.16
zn1406,14850,15195,14760,15080,280,35454,-38122,15025,282842,2113357.6
zn1407,14885,15240,14805,15070,220,87790,62250,15055,386260,2911421.09
zn1408,14930,15260,14855,15080,195,18400,12300,15075,43850,331280.89
zn1409,14920,15305,14880,15080,170,6006,5468,15090,11960,90289.45
zn1410,14980,15285,14980,15105,120,448,66,15110,302,2277.73
zn1411,15000,15385,15000,15125,75,152,94,15125,286,2172.21
zn1412,15015,15330,14995,15100,45,464,354,15135,700,5312.67
zn1501,15050,15400,15020,15190,100,176,36,15200,238,1808.73
zn1502,15230,15400,15210,15210,60,54,32,15225,136,1042.89
zn1503,15085,15450,15085,15275,50,58,20,15275,122,934.29
zn1504,15410,15410,15280,15280,15280,6,6,15280,8,61.39
zn小计, ,15450,14670, , ,168968,12090, ,805622,6047780.34
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1404,257,259.8,257,259.8,0.3,6,-6,259.8,12,310.08
au1405,258.45,265.35,255.65,262.45,2.9,6,-38,261.05,410,10616.43
au1406,258.15,268.95,254.35,260.35,2,102394,-56604,260.7,3757404,97474079.95
au1407,257.65,266.75,255.1,260.6,0.55,32,6,260.85,852,22284.46
au1408,258.15,266,255.9,261.5,1.85,210,-24,261.5,646,16784.16
au1410,259.3,266.7,256.3,261.5,1.85,54,4,261.5,410,10626.93
au1412,260,267.05,256,261.5,1.5,99700,47154,261.9,256020,6680675.16
au1502,258.65,267.05,257.5,261.95,1.7,28,10,261.95,68,1769.65
au1504,260.5,262.6,258.05,261.85,261.85,28,28,261.85,30,784.82
au小计, ,268.95,254.35, , ,202458,-9470, ,4015852,104217931.6
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1404,3251,3300,3251,3300,44,240,0,3300,240,789.06
rb1405,3259,3347,3202,3325,62,15874,-156068,3317,504214,1652412.72
rb1406,3286,3374,3204,3250,-20,342,-296,3236,1840,6028.94
rb1407,3305,3426,3205,3242,-78,324,8,3260,476,1564.66
rb1408,3317,3398,3203,3281,-46,556,408,3267,806,2645.37
rb1409,3318,3402,3160,3250,-61,3782,-672,3252,76064,250176.33
rb1410,3328,3425,3211,3227,-101,1901300,15954,3231,42539708,140947847.8
rb1411,3316,3420,3222,3228,-93,250,12,3232,1140,3784.22
rb1412,3343,3443,3210,3222,-113,340,0,3219,224,743.99
rb1501,3373,3468,3206,3210,-160,347786,232016,3221,1167754,3854684.77
rb1502,3352,3454,3209,3213,-135,926,92,3218,1706,5566.5
rb1503,3343,3477,3226,3226,-116,460,148,3228,516,1726.65
rb1504,3322,3448,3212,3220,3220,154,154,3247,230,751.62
rb小计, ,3477,3160, , ,2272334,91756, ,44294918,146728722.6
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1404,3375,3375,3375,3375,0,0,-2,3375,2,6.75
wr1405,3490,3490,3490,3490,179,0,-4,3490,4,13.96
wr1407,3325,3325,3325,3325,90,8,0,3325,2,6.65
wr1409,3572,3572,3469,3464,54,6,-2,3464,4,14.08
wr1410,3480,3544,3252,3380,-58,2,-4,3380,32,108.98
wr1412, , , ,3444,129,2,0,3444,0,0
wr1501,3475,3492,3401,3313,-3,2,0,3313,20,69.39
wr1502,3335,3499,3335,3303,-50,0,0,3303,6,20.62
wr1503,3310,3499,3310,3321,-83,0,0,3321,6,20.56
wr1504,3383,3383,3383,3383,3383,6,6,3383,6,20.3
wr小计, ,3572,3252, , ,26,-6, ,82,281.29
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1405,3744,3744,3566,3614,-327,10,0,3614,20,362.13
fu1406,3944,3944,3823,3882,-17,2,-4,3882,6,117.11
fu1408, , , ,4023,-80,6,0,4023,0,0
fu1409,3838,4006,3667,3757,-163,6,0,3774,24,460.22
fu1410,3851,3874,3813,3874,-239,0,-4,3874,8,154.1
fu1411,3928,3950,3928,3950,95,2,-22,3950,22,432.3
fu1501,3977,4147,3884,4003,105,2,-4,4003,62,1240.96
fu小计, ,4147,3566, , ,28,-34, ,142,2766.82
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1404,15190,15545,14460,14580,-580,2882,-508,14540,5080,76017.07
ru1405,15300,15720,13470,13815,-1500,13398,-27410,13900,278386,4104943.65
ru1406,15400,15810,13580,13945,-1420,938,368,14005,11956,170023.2
ru1407,15605,15890,13665,14095,-1340,862,496,14125,7882,111536.82
ru1408,15530,15970,13745,14200,-1330,538,-1478,14280,7214,104231.02
ru1409,15745,16175,13755,14340,-1405,325894,90762,14375,16935442,250743063.5
ru1410,15705,16120,13805,14310,-1340,1016,556,14350,3680,52695.42
ru1411,15760,16105,13845,14405,-1300,10160,3558,14460,37436,550869.94
ru1501,16710,17200,14650,15455,-1280,106354,42136,15485,2371942,37260413.14
ru1503,16880,17010,14705,15515,-1395,890,810,15575,1736,26961.9
ru1504,15620,15800,14965,15600,15600,8,8,15600,46,705.64
ru小计, ,17200,13470, , ,462940,109298, ,19660800,293201461.3
总计, , , , , ,4894582,278946, ,106999862,1016440180
