交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1110,55480,57500,51730,56150,1150,6450,-11918,56410,23328,644994.3
cu1111,55310,61280,51000,59300,4500,16728,-27124,58980,190738,5282919.42
cu1112,55060,61210,51300,58590,3800,57030,-122668,58770,6674190,183065468.7
cu1201,55120,61010,50760,58230,3430,246774,176134,58400,9230276,256806531.8
cu1202,55340,61040,50600,58120,3220,62966,43886,58340,598338,16810008.86
cu1203,55260,61080,50300,58140,3140,14504,6168,58420,51884,1448953.03
cu1204,55100,61130,50690,58350,3240,8106,2538,58540,23552,647081.65
cu1205,54120,61110,51010,58290,2930,4348,1520,58580,14832,414650.43
cu1206,56020,61060,50950,58340,2990,3110,568,58570,6498,178878.88
cu1207,56200,61160,51070,58350,3430,1542,368,58670,2248,62152.17
cu1208,56280,60550,51000,58100,2210,1200,488,58780,3496,97824.95
cu1209,55960,60590,51000,58510,2310,800,306,58690,2918,81646.87
cu1210,54870,61250,51460,58560,58560,480,480,58980,1068,29828.87
cu小计, ,61280,50300, , ,424038,70746, ,16823366,465570939.9
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1110,16900,17080,16790,16790,-145,14750,-18840,16865,22540,190788.6
al1111,16745,16930,16135,16360,-385,29160,-38644,16385,105748,874917.78
al1112,16600,16820,15940,16370,-270,53386,-47334,16405,537230,4417312.23
al1201,16550,16755,15850,16380,-215,67004,21518,16415,553840,4527099.22
al1202,16525,16750,15840,16425,-100,34680,11334,16450,56676,463506.19
al1203,16525,16755,15870,16440,-170,11418,3904,16465,22440,183660.29
al1204,16595,16730,15895,16505,-75,2788,642,16510,4194,34346.88
al1205,16570,16850,15765,16530,30,2834,226,16585,3702,30376.54
al1206,16550,16825,15920,16620,120,1648,402,16620,1618,13291.06
al1207,16550,16855,15950,16695,70,1680,550,16690,1836,15136.79
al1208,16650,16880,15810,16750,180,1092,684,16780,2000,16370.02
al1209,16730,16890,15950,16800,100,344,148,16795,574,4730.03
al1210,16400,16960,16000,16845,16845,856,856,16840,1350,10963.52
al小计, ,17080,15765, , ,221640,-64554, ,1313748,10782499.12
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1110,15480,15480,14880,15310,10,11280,-3640,15315,12290,93260.9
zn1111,15275,15800,13860,15250,-85,13116,-46280,15445,134596,1007267.67
zn1112,15170,15750,13805,15345,-55,58272,-136158,15425,3378974,25225065.84
zn1201,15300,15780,13780,15335,-115,232058,151072,15435,5838632,43486922.78
zn1202,15550,15980,13800,15310,-290,87824,76490,15430,442742,3317102.31
zn1203,15455,15775,13830,15365,-370,20032,15080,15415,58696,438858.43
zn1204,15580,15785,13885,15380,-250,4720,3930,15380,10150,75772.81
zn1205,15745,16010,13935,15350,-395,3608,3140,15420,13648,102063.85
zn1206,15680,15955,14050,15380,-420,1836,1644,15530,3634,27485.4
zn1207,15895,15910,14120,15430,-465,338,-10,15550,1172,8861.18
zn1208,16045,16045,14115,15425,-475,296,134,15520,624,4746.1
zn1209,15990,15990,14200,15545,-610,118,50,15710,388,2931.04
zn1210,15300,16240,14180,15620,15620,74,74,15690,298,2248.56
zn小计, ,16240,13780, , ,433572,65526, ,9895844,73792586.84
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1111,345.41,366.42,331.05,353,14.84,12,-50,358.57,254,8796.16
au1112,341,362.3,329.09,352.32,13.93,9004,-42830,353.68,1069570,36684809.48
au1201,340.6,363.66,329.2,352.79,13.64,694,152,353.56,19218,665696.57
au1202,342.07,362.75,332.05,352.13,12.73,224,118,354.4,502,17398.85
au1203,342.5,362.73,331.65,352.86,14.08,184,118,355.43,458,15896.85
au1204,347.58,363.2,332.12,351.82,12.03,150,134,356.73,354,12280.09
au1205,344.4,366,331.79,352.39,12.19,206,184,352.55,1004,35042.9
au1206,341.28,362.55,330,352.62,12.71,53558,45838,353.98,469490,16416704.86
au1207,346.18,359.45,330.83,353.07,12.77,8,-6,353.07,28,965.14
au1208,333.16,361.62,332.92,353.5,12.17,6,0,356.44,16,550.64
au1209,343.14,355.89,333.2,354.35,15.35,10,-10,354.35,48,1666.81
au1210,334.33,354.77,334.33,358.05,358.05,0,0,358.05,6,205.94
au小计, ,366.42,329.09, , ,64056,3648, ,1560948,53860014.3
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1110,4370,4590,4250,4500,150,1800,-784,4510,4564,20197.72
rb1111,4561,4600,4017,4455,-73,0,-130,4560,502,2182.46
rb1112,4384,4457,3958,4216,-148,270,-88,4206,1424,6003.06
rb1201,4370,4390,3838,4123,-216,564216,73308,4118,20136592,82456347.87
rb1202,4340,4366,3880,4139,-175,1278,1078,4154,6526,26398.49
rb1203,4329,4349,3918,4125,-175,254,156,4163,722,2947.55
rb1204,4364,4423,3900,4117,-218,290,50,4169,440,1821.31
rb1205,4350,4397,3895,4133,-209,395586,286628,4143,3985486,16404695.11
rb1206,4352,4405,3900,4169,-187,194,98,4194,546,2272.47
rb1207,4431,4431,3907,4148,-185,44,4,4178,110,455.29
rb1208,4342,4390,3968,4140,-219,94,86,4135,432,1816.47
rb1209,4423,4432,3970,4150,-273,166,164,4171,642,2648.19
rb1210,4218,4250,3980,4170,4170,332,332,4188,1288,5319.19
rb小计, ,4600,3838, , ,964524,360902, ,24139274,98933105.16
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1201,4218,4450,3818,4017,-287,20,20,4047,246,1005.46
wr1202,4188,4290,3696,3952,-397,0,0,3952,74,295.21
wr1203,4244,4244,3939,4065,-294,2,2,4065,50,202.81
wr1205,4295,4299,3903,4084,-411,2,2,4141,60,244.76
wr1206,4459,4459,3874,4184,-153,2,0,4184,24,97.72
wr1207,3777,4250,3777,4221,-141,0,0,4221,266,1066.41
wr1210,4028,4258,3987,4337,4337,0,0,4337,18,73.4
wr小计, ,4459,3696, , ,26,24, ,738,2985.77
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1111,4501,4950,4501,4930,210,80,-20,4930,520,2501.14
fu1112,4840,5050,4738,4868,78,9524,-13380,4877,53922,259215.53
fu1202,4818,4920,4773,4880,78,56,20,4881,166,4004.13
fu1203,4830,4900,4728,4874,94,300,242,4879,904,21855.01
fu1204, , , ,4950,125,2,0,4950,0,0
fu1205,4731,5064,4700,4900,82,4,2,4883,58,1406.91
fu小计, ,5064,4501, , ,9966,-13136, ,55570,288982.72
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1110,28110,30300,28110,29700,1200,478,232,29850,482,7129.82
ru1111,28940,30180,25970,28275,-125,816,-66,27795,4624,63920.99
ru1201,28185,29500,24460,27105,-670,180508,22370,27445,18736728,254889179.3
ru1203,28200,29660,24600,27290,-705,2852,-5532,27565,50678,696727.88
ru1204,28410,29945,24305,27400,460,140,14,27790,368,4983.49
ru1205,27800,29360,24175,27470,-30,43486,35596,27650,454208,6106095.56
ru1206,27600,28700,24220,27370,105,112,2,27670,350,4712.09
ru1207,27790,29000,24055,27155,105,112,28,27480,538,7175.98
ru1208,27300,28600,25445,26850,-150,18,0,27355,122,3266.44
ru1209,27225,28580,23890,27175,175,200,98,27525,954,25091.61
ru1210,28240,28240,23775,27150,27150,20,20,27080,156,4072.85
ru小计, ,30300,23775, , ,228742,52762, ,19249208,261812356
