交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1207,56200,56470,55220,56150,350,5100,-25232,56100,62712,1752519.68
cu1208,56200,56510,54210,55480,-150,24580,-31430,55260,201330,5592452.02
cu1209,56060,56510,54110,55200,-230,60832,-59966,55160,383506,10653802.86
cu1210,55750,56560,53900,55180,-60,78136,-186206,55110,4638116,128887179.3
cu1211,55620,56620,53600,55050,-50,258184,204020,54980,5786954,159369327.2
cu1212,56020,56650,53500,54950,-120,83960,67894,54900,480114,13173732.16
cu1301,55660,56690,53490,54980,-70,12868,6280,54930,51300,1413271.08
cu1302,55680,56640,53560,54970,-10,6762,2456,54980,14846,408673.53
cu1303,55660,56600,53550,54750,-320,3408,1250,54990,5422,148855.7
cu1304,55400,56600,53550,55020,20,2262,946,54980,4404,120742.32
cu1305,56050,56730,53480,54870,-170,1344,330,54940,3024,83256.12
cu1306,55990,57190,53310,54770,-350,848,616,55020,1912,52507.85
cu1307,55630,56610,52720,54790,54790,260,260,55040,826,22643.84
cu小计, ,57190,52720, , ,538544,-18782, ,11634466,321678963.6
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1207,15650,15800,15535,15645,125,11360,-4010,15660,23100,180667.15
al1208,15420,15800,15300,15540,125,17106,-24132,15510,70726,550290.67
al1209,15690,15790,15230,15525,105,41294,-45736,15490,117428,910924.35
al1210,15550,15790,15200,15485,95,88510,-30816,15470,490056,3805405.7
al1211,15510,15780,15180,15450,50,94792,32814,15440,242430,1872540.48
al1212,15680,15840,15190,15450,50,62376,30086,15440,93562,723820.05
al1301,15530,15740,15215,15475,70,10982,5684,15450,14332,110879.17
al1302,15590,15760,15255,15455,40,778,162,15455,502,3889.83
al1303,15520,15735,15260,15510,160,292,114,15510,272,2108.99
al1304,15515,15620,15470,15555,105,68,2,15565,120,933.55
al1305,15535,15745,15380,15525,125,184,102,15525,242,1882.19
al1306,15770,15800,15570,15570,170,144,110,15570,186,1455.37
al1307,15580,15680,15305,15600,15600,154,154,15600,300,2334.86
al小计, ,15840,15180, , ,328040,-35466, ,1053256,8167132.32
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1207,14670,14810,14480,14700,170,4910,-6640,14685,19910,145894.33
zn1208,14505,14870,14340,14665,85,9570,-36054,14630,81592,598379.59
