交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1211,56720,57080,55250,55750,-1080,15240,-10970,55610,64350,1801623.9
cu1212,56760,57120,55290,57000,140,20470,-37832,56750,209506,5873612.99
cu1301,56700,57250,55230,57240,420,53568,-66002,56890,475996,13372077.9
cu1302,56740,57300,55200,57270,410,108950,-67144,56940,3853326,108044304.4
cu1303,56730,57330,55250,57300,420,189356,149804,56970,2273326,63903176.07
cu1304,56780,57340,55310,57330,440,35496,27432,56990,135562,3814214.5
cu1305,56800,57380,55370,57380,370,10590,6536,56990,44774,1257719.03
cu1306,56850,57500,55460,57430,330,4560,3172,57040,9860,276934.83
cu1307,57150,57600,55640,57360,230,1396,666,57070,2176,61327.64
cu1308,57180,57600,55620,57410,230,966,590,57020,2088,58843.97
cu1309,57080,57600,55730,57450,300,902,378,57200,1644,46398.31
cu1310,57180,57600,55710,57420,290,1174,466,57160,1418,40006.35
cu1311,56340,57440,55820,57440,57440,206,206,57120,404,11405.53
cu小计, ,57600,55200, , ,442874,7302, ,7074430,198561645.4
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1211,15210,15250,15045,15190,-50,16030,-13940,15155,36650,277383.93
al1212,15280,15360,15120,15320,0,29700,-22300,15240,100710,767337.22
al1301,15315,15420,15170,15410,70,49172,-2684,15370,140138,1073274.12
al1302,15300,15500,15200,15495,150,40990,11424,15450,180338,1384875.52
al1303,15330,15575,15235,15570,195,40584,17752,15530,82356,634874.54
al1304,15360,15630,15270,15630,240,6772,4136,15595,12790,98923.26
al1305,15410,15700,15315,15695,280,842,308,15650,1914,14840.19
al1306,15455,15770,15405,15770,370,364,66,15700,300,2331.64
al1307,15615,15830,15415,15830,310,384,30,15740,172,1344.69
al1308,15520,15800,15500,15800,220,220,4,15790,60,470.12
al1309,15525,15720,15525,15760,245,124,2,15760,18,140.45
al1310,15660,15950,15450,15950,350,60,38,15905,106,836.1
al1311,15800,15960,15800,15960,15960,8,8,15895,20,158.87
al小计, ,15960,15045, , ,185250,-5156, ,555572,4256790.62
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
