交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1112,58800,59070,54310,54800,-800,3890,-19202,54850,47252,1365358.75
cu1201,58720,58760,53340,54800,-300,19858,-48462,55460,225836,6389584.62
cu1202,58180,58600,52820,55650,1090,70026,-207146,55360,5431132,154430207.7
cu1203,58020,58440,52420,55360,1040,223626,147492,55040,6726822,184496001
cu1204,58040,58410,52370,55250,930,77526,59190,54930,505340,13838404.65
cu1205,58000,58800,52390,55270,910,20158,10364,54960,85894,2367225.64
cu1206,57750,58280,52400,55250,810,11098,4334,54930,23138,636676.66
cu1207,58130,58450,52380,55410,910,2594,584,54830,3524,96184.69
cu1208,58100,58200,52490,55450,850,1804,190,54980,2148,59862.81
cu1209,58390,58390,52550,55270,680,1480,388,54840,2252,62024.69
cu1210,58210,58400,52420,55400,500,908,234,54900,1210,33555.64
cu1211,57500,59630,52630,55400,800,356,104,54940,764,21322.42
cu1212,54200,55690,53250,55250,55250,148,148,55180,316,8614.34
cu小计, ,59630,52370, , ,433472,-51782, ,13055628,363805023.6
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1112,16400,16400,15705,15800,-75,11250,-8920,15775,18460,148790.38
al1201,16365,16460,15700,16080,175,22400,-31420,15990,82478,664284.45
al1202,16220,16440,15605,15880,45,47020,-46532,15900,205304,1650143.12
al1203,16250,16400,15600,15845,10,63766,322,15850,274826,2189250.1
al1204,16200,16460,15560,15810,-25,57034,32352,15835,117956,936875.25
al1205,16575,16575,15600,15840,-10,34438,29556,15850,51922,411056.04
al1206,16255,16295,15605,15855,5,15416,12996,15845,19818,157298.17
al1207,16155,16355,15650,15860,-5,4420,2266,15850,4816,38181.52
al1208,16300,16300,15655,15870,-75,2184,954,15875,2058,16264.43
al1209,16400,16405,15650,15895,-55,1222,742,15900,1582,12567.97
al1210,16550,16550,15680,15960,-20,1890,730,15935,1558,12372.28
al1211,16440,16530,15695,15980,-35,104,46,15980,210,1701.71
al小计, ,16575,15560, , ,261144,-6908, ,780988,6238785.4
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1112,16085,16085,14600,14650,-480,5070,-4040,14675,15200,118085.28
zn1201,16010,16060,13730,14750,-390,10280,-45656,14650,120222,924655.37
zn1202,16080,16080,14435,14765,-350,55724,-129618,14720,2475746,19086557.95
zn1203,16070,16075,14455,14795,-330,210060,129636,14750,3239464,24120554.18
zn1204,16035,16090,14460,14820,-335,69814,58946,14765,230372,1710198.71
zn1205,16100,16115,14480,14835,-325,21780,16232,14795,61910,463573.69
zn1206,16120,16120,14580,14845,-375,4516,2318,14835,8728,65987.14
zn1207,15970,15985,14700,14900,-315,484,140,14890,1048,7955.12
zn1208,15970,16100,14775,15030,-310,456,120,14970,472,3605.96
zn1209,16270,16270,14730,15045,-325,282,74,15040,576,4430.51
zn1210,16020,16120,14750,15115,-230,138,16,15060,336,2618.61
zn1211,16055,16150,14985,15180,-190,102,94,15220,424,3284.41
zn1212,15055,15455,14810,15220,15220,32,32,15235,120,908.36
zn小计, ,16270,13730, , ,378738,28294, ,6154618,46512415.24
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1112,357.99,361.53,329,329,-28.99,48,-924,329,1038,36701.04
au1201,364.08,364.08,319,319,-35.78,186,-234,319,1152,39432.43
au1202,367.42,367.42,317.57,321.08,-34.51,254,10,321,1480,51018.03
au1203,362.19,362.47,316.8,321.69,-34.66,208,38,320.96,978,33667.19
au1204,361.91,362.48,319.6,321.7,-34.61,146,0,321.58,188,6526.23
au1205,363.81,365.45,316.42,319.13,-35.14,202,-6,320.52,2416,80975.31
au1206,360.6,361.98,315.93,319.45,-33.75,97972,17828,319.24,1628824,54553482.53
au1207,360.2,360.52,317.17,319.38,-28.6,40,-12,319.38,176,5860.82
au1208,360,360.91,320.03,320.03,-34.81,28,6,320.34,82,2818.97
au1209,360,360.55,314.09,319.61,-34.8,20,14,319.24,104,3422.08
au1210,359,359,324.56,320.97,-31.84,12,4,320.97,40,1343.29
au1211,360.88,360.88,324.69,319.4,-35.5,14,4,319.4,38,1288.42
au1212,329,333.23,315.53,319.88,319.88,3230,3230,319.5,8452,273082.66
au小计, ,367.42,314.09, , ,102360,19958, ,1644968,55089619.01
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1112,4570,4570,4570,4570,210,0,-60,4570,60,274.2
rb1201,4361,4500,4301,4331,30,7262,-65390,4344,110572,484545.13
rb1202,4320,4531,4264,4339,92,558,-176,4329,1472,6371.6
rb1203,4253,4345,4228,4280,83,354,66,4284,534,2287.46
rb1204,4333,4333,4197,4280,100,532,30,4269,922,3929.63
rb1205,4222,4247,4100,4210,135,615478,-112110,4201,13396220,55967669.3
rb1206,4215,4264,4080,4234,143,1220,680,4224,4124,17253.43
rb1207,4198,4288,4135,4223,125,78,-42,4223,188,789.05
rb1208,4194,4209,4128,4196,102,72,-28,4201,120,501.02
rb1209,4218,4462,4100,4184,85,312,86,4180,1584,6625
rb1210,4159,4223,4100,4180,125,55826,34378,4178,185446,771858.54
rb1211,4142,4180,4090,4199,129,6,-4,4199,74,306.54
rb1212,4287,4287,4194,4222,4222,2,2,4222,8,33.82
rb小计, ,4570,4080, , ,681700,-142568, ,13701324,57262444.71
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1201,3873,4318,3873,4318,211,0,0,4095,64,262.11
wr1203,4075,4075,4075,4095,5,0,-2,4095,2,8.15
wr1204,4109,4150,4109,4129,62,0,-4,4129,4,16.52
wr1205,4158,4240,4074,4195,72,26,22,4195,174,725.36
wr1206,4131,4166,4061,4166,67,22,0,4166,44,180.64
wr1210,4233,4233,4129,4208,224,0,0,4208,4,16.72
wr1211,4240,4240,4240,4240,256,2,2,4240,2,8.48
wr小计, ,4318,3873, , ,50,18, ,294,1217.99
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1202,5195,5299,5100,5299,378,14,-4,5299,14,363.72
fu1203,5085,5140,4974,5054,9,892,54,5051,2054,52084.73
fu1204, , , ,5052,-66,2,0,5052,0,0
fu1205,5081,5143,4971,5119,53,10,4,5043,36,905.49
fu1206,4849,5249,4849,5070,-112,0,0,5070,4,100.98
fu1208,5819,5819,5083,5108,-74,2,2,5108,10,263.93
fu1210,5179,5199,5179,5094,-85,0,-6,5094,6,155.57
fu1212,5670,5670,4726,5108,5108,0,0,5108,4,103.96
fu小计, ,5819,4726, , ,920,50, ,2128,53978.38
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1201,27500,27750,25795,26675,525,4272,-12194,26615,51998,700135.34
ru1203,26990,27320,24700,25710,-30,4636,-686,25755,8558,112383.96
ru1204,27005,27240,25020,25195,-260,1506,204,25125,2676,35121.02
ru1205,26475,26780,24025,24160,-630,286088,75390,24320,17142514,217707601.1
ru1206,25805,26675,23965,24070,-650,286,-382,24140,3024,38479.27
ru1207,26175,26660,24020,24045,-710,124,-94,24275,600,7628.93
ru1208,25800,26400,23755,23850,-1155,62,40,24085,636,15662.07
ru1209,26000,26385,23520,23670,-900,2296,1582,23820,9506,235351.06
ru1210,25635,25800,23655,23700,-700,34,-2,23680,46,1128.4
ru1211,25790,26200,23605,23750,-920,26,8,23655,68,1704.65
ru小计, ,27750,23520, , ,299330,63866, ,17219626,218855195.7
总计, , , , , ,2160712,-89570, ,52574818,748404191.3
注： 1、报价单位：铜、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、燃料油、石油沥青、纸浆、不锈钢为元/吨；黄金为元/克；白银为元/千克；原油为元(人民币)/桶（交易报价为不含税价格）；20号胶为元（人民币）/吨（交易报价为不含税价格）。 2、交易单位：铜、铝、锌、铅、不锈钢为5吨/手；镍、锡为1吨/手；螺纹钢、线材、热轧卷板、石油沥青、天然橡胶、20号胶、纸浆为10吨/手；燃料油为10吨/手；黄金为1000克/手；白银为15千克/手；原油为1000桶/手。 3、成交量、持仓量、持仓变化单位为手，双边计算；成交金额单位为万元，双边计算。 4、涨跌=本月收盘价-上月收盘价。 5、小计和总计中不包括efp品种。 ,,,,,,,,,,
上海期货交易所期货价格指数,,,,,,,,,,
指数名,月开盘价,月最高价,月最低价,月收盘价,月涨跌点数,,,,,
注： 1、涨跌点数以上月收盘价为基准。 指数免责声明： 1、本文件涉及所有信息，包括但不限于所有的文字、数据、图表、表格、计算方式（以下统称为“信息”）属于上海期货交易所的财产，受中国知识产权法等相关法律保护。这些信息仅供参考之用。 2、本文件涉及任何信息被确认为来源可靠，但只供相关知晓所用，非为特定个人、公司或者其他组织提供。本文任何信息，或者包含上述信息的其他内容均不构成上海期货交易所对任何期货、其他金融产品或投资工具或任何交易策略的依据或建议，而且上海期货交易所及其关联方均未认可、同意或以其他方式表示关于任何期货公司、期货、其他金融产品或投资工具或交易策略的意见。投资者在作出一项投资决定时，应该充分考虑到投资的风险，并且了解投资相关的所有程序及所涉文件，而不是基于本文的陈述。 3、上海期货交易所不保证所有信息的精确性、完整性，并且对所有信息在编制、发布等过程涉及的计算错误、漏发或者发布中断不承担任何责任，不明示或者暗示使用本文中的信息，不保证使用本文信息的适用性。当信息被认为是可适用的，对任何因直接或间接使用本文中任何信息而造成的任何索赔或者损失，包括但不限于因有关内容不准确、不完整等而导致的利息损失、惩罚性或者间接性损失，上海期货交易所无须承担任何法律责任。 上海期货交易所 所有权保留,,,,,,,,,,
