交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1403,49150,49480,43530,44280,-4970,9480,-24222,44570,115942,2726611.62
cu1404,49360,49580,43840,47000,-2260,29674,-75442,46900,563202,13073253.17
cu1405,49260,49630,43740,46870,-2410,81720,-220276,46830,4706278,109514063.5
cu1406,49240,49620,43690,46790,-2460,262890,110198,46780,13184036,299020218.6
cu1407,49300,49620,43610,46700,-2520,257208,222340,46680,3969880,90274759.92
cu1408,49270,49620,43470,46600,-2660,77738,67720,46590,468816,10650878.28
cu1409,49430,49630,43450,46500,-2820,21822,18874,46560,136406,3098362.14
cu1410,49360,49640,43420,46440,-2920,5458,3602,46560,20340,462499.97
cu1411,49290,49630,43480,46470,-2800,3370,2030,46560,10316,234712.14
cu1412,49270,49610,43520,46520,-2830,3564,1500,46580,8260,188999.89
cu1501,49370,49610,43560,46500,-2850,1690,562,46610,6432,147657.97
cu1502,49270,49660,43720,46570,-2800,1056,562,46760,3680,84551.2
cu1503,44970,46860,43630,46530,46530,312,312,46630,894,20307.22
cu小计, ,49660,43420, , ,755982,107760, ,23194482,529496875.6
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1403,13175,13180,12805,12825,-280,40360,772,12830,61108,396962.48
al1404,13290,13310,12510,12830,-445,54580,-23936,12835,144874,938012
al1405,13360,13360,12530,12925,-425,78692,-13992,12940,267312,1744960.08
al1406,13385,13400,12635,13015,-380,118666,43346,13040,534578,3480443.53
al1407,13430,13435,12745,13085,-360,59042,41860,13110,149860,977988.26
al1408,13470,13470,12810,13150,-345,29816,17872,13175,57998,380447.26
al1409,13440,13520,12865,13230,-300,5728,4412,13235,10330,67591.34
al1410,13500,13610,12960,13290,-255,1792,980,13305,2554,16864.76
al1411,13560,13705,13050,13405,-195,568,302,13405,860,5744.82
al1412,13605,13735,13125,13345,-335,244,132,13345,350,2342.17
al1501,13545,13805,13160,13315,-385,216,118,13425,354,2374.49
al1502,13665,13730,13250,13450,-300,18,6,13505,90,608.65
al1503,13275,13575,13220,13575,13575,16,16,13575,30,201.01
al小计, ,13805,12510, , ,389738,71888, ,1230298,8014540.82
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1403,15000,15130,14565,14575,-420,5070,-6440,14580,21590,160302.18
zn1404,15095,15250,14545,14680,-390,11046,-42758,14720,105148,783650
zn1405,15175,15395,14570,14750,-385,39328,-69192,14780,926396,6925830.89
zn1406,15215,15410,14620,14800,-380,73576,35560,14840,939202,6994072.01
zn1407,15235,15475,14655,14850,-370,25540,16536,14880,108862,813249.64
zn1408,15300,15470,14690,14885,-415,6100,4954,14905,10420,78140.05
zn1409,15265,15525,14715,14910,-475,538,398,14930,1580,11820.81
zn1410,15310,15565,14865,14985,-375,382,304,14985,1464,11135.96
zn1411,15385,15510,14900,15050,-315,58,8,15050,192,1453.41
zn1412,15410,15610,14950,15055,-355,110,48,15055,284,2167.34
zn1501,15415,15670,14985,15090,-275,140,70,15130,506,3856.25
zn1502,15380,15715,15120,15150,115,22,22,15150,142,1077.13
zn1503,15190,15225,14910,15225,15225,38,38,15210,60,450.88
zn小计, ,15715,14545, , ,161948,-60452, ,2115846,15787206.52
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1403,261.1,267.6,261.1,268,4.7,96,-42,268,66,1735.2
au1404,263.5,273.5,259.3,259.5,-2.8,12,-38,260.15,484,12808.95
au1405,262.4,274.85,256.3,259.55,-3,44,-138,259,2204,58353.27
au1406,262.95,273.4,257.2,258.35,-4.2,158998,-28468,258.7,5439500,143954292.7
au1407,263.9,272.6,259,260.05,-3.05,26,-26,260.6,1042,27615.27
au1408,266.45,272.9,259,259.65,-4.4,234,114,260.05,1686,44807.53
au1410,263.1,271.8,259.65,259.65,-3.4,50,24,260.45,412,11041.09
au1412,263.1,273.85,258.95,260,-3.3,52546,37008,260.55,119916,3182880.17
au1502,265.7,265.7,259.9,260.25,-3.15,18,16,260.25,30,782.28
au小计, ,274.85,256.3, , ,212024,8450, ,5565340,147294316.4
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1403,3100,3150,3006,3100,95,120,-300,3100,660,2044.02
rb1404,3245,3388,3027,3256,9,240,-320,3318,1768,5569.79
rb1405,3320,3331,3039,3263,-55,171942,-942096,3262,6861798,22083790.26
rb1406,3323,3344,3072,3270,-62,638,-340,3277,4236,13588.83
rb1407,3336,3358,3122,3320,-15,316,28,3320,422,1348.01
rb1408,3363,3392,3135,3327,-44,148,16,3321,674,2190.21
rb1409,3356,3417,3100,3311,-80,4454,1670,3311,113340,369748.07
rb1410,3413,3438,3141,3328,-84,1885346,800516,3326,48184700,157962610.2
rb1411,3408,3439,3181,3321,-111,238,-76,3312,1826,5976.46
rb1412,3461,3477,3208,3335,-121,340,160,3335,726,2390.07
rb1501,3480,3501,3220,3370,-115,115770,56600,3364,448914,1489680.82
rb1502,3481,3522,3202,3348,-125,834,702,3343,1440,4762.34
rb1503,3300,3360,3218,3342,3342,312,312,3347,750,2451.94
rb小计, ,3522,3006, , ,2180698,-83128, ,55621254,181946151
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1404,3401,3401,3375,3375,-205,2,0,3375,4,13.55
wr1405, , , ,3311,-202,4,0,3311,0,0
wr1407,3210,3280,3203,3235,-87,8,8,3235,30,97.07
wr1408,3420,3420,3420,3332,-108,0,-2,3332,2,6.84
wr1409,3426,3521,3323,3410,-37,8,-4,3410,30,103.79
wr1410,3159,3438,3159,3438,-70,6,6,3438,216,713.19
wr1412,3222,3222,3222,3315,-192,2,2,3315,2,6.44
wr1501,3222,3222,3222,3316,-80,2,2,3316,2,6.44
wr小计, ,3521,3159, , ,32,12, ,286,947.33
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1404,4200,4200,3420,3872,-228,2,-10,3872,20,363.2
fu1405,4174,4290,3777,3941,-59,10,2,3941,52,1059.33
fu1406,4271,4271,3855,3899,-400,6,4,3899,10,204.2
fu1408,4213,4258,4213,4103,90,6,0,4103,4,84.71
fu1409,4082,4424,3907,3920,-377,6,6,3920,92,1878.76
fu1410,4117,4250,4117,4113,-221,4,4,4113,10,210.53
fu1411,4016,4016,3682,3855,-353,24,18,3911,112,2179.37
fu1501,3733,3898,3733,3898,-582,6,6,3788,6,113.64
fu小计, ,4424,3420, , ,64,30, ,306,6093.74
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1403,14290,15000,13720,14350,100,2104,464,14705,3966,56750.12
ru1404,14520,15450,13900,15160,785,3390,2558,15260,26890,399204.02
ru1405,14500,15555,13945,15315,815,40808,-121102,15360,2825564,41607254.85
ru1406,14650,15655,14130,15365,700,570,140,15335,9572,143707.68
ru1407,14760,15715,14225,15435,670,366,-4,15620,3516,52790.82
ru1408,14835,15820,14185,15530,695,2016,-696,15600,9724,144590.07
ru1409,14980,15995,14375,15745,765,235132,45396,15775,17335582,264724249.7
ru1410,15060,15990,14465,15650,565,460,18,15785,1514,23067.45
ru1411,15070,15925,14415,15705,635,6602,4152,15755,21224,323900.28
ru1501,16285,16925,15310,16735,450,64218,51220,16755,1167758,18994606.86
ru1503,16010,17035,15880,16910,16910,80,80,16970,242,3944.92
ru小计, ,17035,13720, , ,355746,-17774, ,21405552,326474066.7
总计, , , , , ,4686800,50028, ,158300478,1518936968
注： 1、报价单位：铜、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、燃料油、石油沥青、纸浆、不锈钢为元/吨；黄金为元/克；白银为元/千克；原油为元(人民币)/桶（交易报价为不含税价格）；20号胶为元（人民币）/吨（交易报价为不含税价格）。 2、交易单位：铜、铝、锌、铅、不锈钢为5吨/手；镍、锡为1吨/手；螺纹钢、线材、热轧卷板、石油沥青、天然橡胶、20号胶、纸浆为10吨/手；燃料油为10吨/手；黄金为1000克/手；白银为15千克/手；原油为1000桶/手。 3、成交量、持仓量、持仓变化单位为手，双边计算；成交金额单位为万元，双边计算。 4、涨跌=本月收盘价-上月收盘价。 5、小计和总计中不包括efp品种。 ,,,,,,,,,,
上海期货交易所期货价格指数,,,,,,,,,,
指数名,月开盘价,月最高价,月最低价,月收盘价,月涨跌点数,,,,,
上期有色金属指数,2792.5,2811.5,2504.62,2661.07,-131.95,,,,,
注： 1、涨跌点数以上月收盘价为基准。 指数免责声明： 1、本文件涉及所有信息，包括但不限于所有的文字、数据、图表、表格、计算方式（以下统称为“信息”）属于上海期货交易所的财产，受中国知识产权法等相关法律保护。这些信息仅供参考之用。 2、本文件涉及任何信息被确认为来源可靠，但只供相关知晓所用，非为特定个人、公司或者其他组织提供。本文任何信息，或者包含上述信息的其他内容均不构成上海期货交易所对任何期货、其他金融产品或投资工具或任何交易策略的依据或建议，而且上海期货交易所及其关联方均未认可、同意或以其他方式表示关于任何期货公司、期货、其他金融产品或投资工具或交易策略的意见。投资者在作出一项投资决定时，应该充分考虑到投资的风险，并且了解投资相关的所有程序及所涉文件，而不是基于本文的陈述。 3、上海期货交易所不保证所有信息的精确性、完整性，并且对所有信息在编制、发布等过程涉及的计算错误、漏发或者发布中断不承担任何责任，不明示或者暗示使用本文中的信息，不保证使用本文信息的适用性。当信息被认为是可适用的，对任何因直接或间接使用本文中任何信息而造成的任何索赔或者损失，包括但不限于因有关内容不准确、不完整等而导致的利息损失、惩罚性或者间接性损失，上海期货交易所无须承担任何法律责任。 上海期货交易所 所有权保留,,,,,,,,,,
