交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1411,48440,48520,47480,48150,-450,9740,-43000,48250,132290,3176563.35
cu1412,48100,48550,46760,47100,-1100,45988,-80790,46990,677186,16144212.7
cu1501,47630,48250,46300,46460,-1320,143138,-174372,46650,5251414,124089888.7
cu1502,47280,47970,45830,45990,-1460,387586,267270,46210,3642238,85265307.88
cu1503,47160,47710,45530,45670,-1580,138806,107414,45860,653122,15179045.72
cu1504,46950,48880,45310,45500,-1610,42734,31016,45610,128260,2968762.31
cu1505,46900,47370,45160,45320,-1730,26318,16706,45420,68210,1573508.22
cu1506,46630,47260,45060,45260,-1710,12676,5920,45400,15564,358437.12
cu1507,46770,46990,44970,45200,-1680,3288,1316,45260,3790,87151.45
cu1508,46280,47030,44910,45120,-1670,2892,848,45210,2918,66835.77
cu1509,46560,46990,44860,45110,-1650,2388,716,45110,2114,48442.29
cu1510,46510,48090,44790,45080,-1620,3710,1982,45170,4200,96369.12
cu1511,46100,46800,44650,44870,44870,1566,1566,44930,2462,56149.3
cu小计, ,48880,44650, , ,820830,136592, ,10583768,249110673.9
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1411,13825,14030,13605,13680,-160,16590,-20300,13675,49210,338701.95
al1412,13910,14095,13605,13670,-260,34502,-39026,13635,179442,1237222.19
al1501,13995,14180,13625,13720,-280,93534,-59388,13700,1391962,9631978.21
al1502,14070,14220,13655,13765,-280,110980,51670,13745,370742,2564383.99
al1503,14080,14260,13650,13805,-285,73398,37270,13780,123914,859532.13
al1504,14130,14315,13720,13825,-300,20886,7546,13820,19566,136087.15
al1505,14140,14325,13670,13890,-270,6952,2978,13875,6862,47912.44
al1506,14210,14365,13840,13940,-260,1206,686,13950,1156,8090.93
al1507,14170,14440,13880,13980,-280,324,214,13955,484,3402.03
al1508,14405,14410,13915,14035,-205,242,208,13975,378,2664.91
al1509,14285,14485,13960,14025,-245,174,74,14035,174,1225.55
al1510,14330,14600,14020,14130,-155,82,28,14120,204,1450.41
al1511,14160,14280,14145,14215,14215,8,8,14170,18,127.72
al小计, ,14600,13605, , ,358878,-18032, ,2144112,14832779.57
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
znefp, ,16945,16885,16945, ,0,0, ,3490,29533.85
zn1411,16945,17115,16440,16850,-155,4810,-15058,16890,28818,242225.9
zn1412,16890,17230,16360,16800,-85,19180,-74982,16770,547654,4586729.91
zn1501,16895,17165,16320,16740,-140,94872,-79346,16760,6319740,52845189.45
zn1502,16930,17115,16285,16730,-145,122018,83744,16755,1333808,11176597.1
zn1503,16890,17080,16275,16730,-145,19754,17444,16750,93302,782540.95
zn1504,16860,17095,16305,16730,-110,1660,1132,16765,5160,43091.28
zn1505,16955,17180,16230,16740,-95,2560,1384,16760,14694,122589.39
zn1506,16775,17055,16315,16755,-60,134,36,16795,368,3086.64
zn1507,16850,16965,16275,16770,150,80,16,16770,254,2121.97
zn1508,16780,16990,16300,16785,-55,118,18,16755,266,2222.07
zn1509,16715,17015,16345,16840,-55,80,24,16825,290,2422.56
zn1510,17005,17020,16290,16800,-50,80,44,16815,274,2293.18
zn1511,16655,17010,16590,16810,16810,376,376,16825,802,6777.52
zn小计, ,17230,16230, , ,265722,-65168, ,8345430,69817887.88
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1412,229.1,238.85,223.1,235.25,1.8,10966,-136946,235.25,1701138,39036811.76
au1501,229.25,239,223.45,235.3,1.2,248,168,235.75,3408,78925.99
au1502,229.35,239.15,222.1,235.8,2,142,94,236.6,1608,37072.9
au1504,229.8,239.25,224.5,237.05,2.8,30,-32,237.05,894,20866.29
au1506,230,239.85,223.6,236.05,1.2,237450,126294,236.5,4841836,113058055.1
au1508,238.15,239.35,216.65,236.1,-2.05,42,34,235.7,520,12090.52
au1510,238,239.5,234.15,235.9,235.9,14,14,237.4,36,856.93
au小计, ,239.85,216.65, , ,248892,-10374, ,6549440,152244679.5
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1411,2645,2660,2600,2650,19,1380,540,2650,2640,6970.92
rb1412,2640,2678,2545,2647,13,1740,506,2644,8158,21311.67
rb1501,2650,2680,2539,2638,-16,307414,-727006,2638,9434070,24642301.81
rb1502,2600,2614,2443,2559,-46,4396,-616,2559,6348,16198.37
rb1503,2603,2619,2477,2581,-30,1180,88,2584,2984,7621.54
rb1504,2575,2607,2440,2570,-20,756,254,2554,3516,8879.96
rb1505,2560,2583,2417,2548,-17,3025046,145886,2542,114298514,286434065.8
rb1506,2547,2576,2411,2533,-35,2954,-372,2522,15388,38355.67
rb1507,2575,2588,2417,2531,-68,510,-60,2526,1248,3118.23
rb1508,2575,2604,2413,2534,-58,308,116,2525,726,1819.66
rb1509,2590,2611,2409,2530,-67,4384,1376,2534,28026,70302.95
rb1510,2579,2600,2388,2523,-59,252306,181404,2515,1580534,3905088.04
rb1511,2523,2532,2367,2515,2515,132,132,2499,626,1532.8
rb小计, ,2680,2367, , ,3602506,-397752, ,125382778,315157567.4
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1412,2992,2992,2992,2992,142,0,-2,2992,2,5.98
wr1501,2775,2990,2775,2838,-84,2,-4,2862,16,45.87
wr1502, , , ,2840,-61,4,0,2840,0,0
wr1504, , , ,2810,-74,8,0,2810,0,0
wr1505,2927,2927,2736,2831,-30,2,0,2831,4,11.33
wr1506,3098,3098,3098,2733,-365,2,2,2733,2,6.2
wr1508,2995,2995,2995,2995,-36,2,2,2995,2,5.99
wr1511,3448,3448,2822,2829,2829,2,2,2829,6,18.2
