交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cuefp, ,67040,67040,67040, ,0,0, ,10,335.2
cu1108,72800,72900,64050,67000,-5120,3490,-17220,67240,42940,1493099.55
cu1109,72670,73240,63760,68390,-3980,18910,-51642,68230,215038,7366775.46
cu1110,73100,73590,63560,68380,-4280,58118,-95856,68220,2933726,99709916.6
cu1111,73130,73620,63480,68360,-4360,151730,124934,68190,3080676,103251012.5
cu1112,73100,73720,63540,68390,-4330,48648,42008,68190,254900,8565442.23
cu1201,73110,73730,63600,68340,-4350,9318,6392,68250,36020,1210518.62
cu1202,73480,73750,63640,68330,-4470,5220,3802,68190,12928,432960.18
cu1203,73410,73760,63680,68380,-4420,2498,1754,68230,4636,155722.11
cu1204,73700,73700,63760,68320,-4580,1346,662,68250,2032,68779.51
cu1205,73830,73830,63850,68320,-4710,1218,880,68140,2488,83528.54
cu1206,73560,73560,63900,68370,-4520,1442,1188,68210,2440,81940.98
cu1207,73840,73840,64100,68270,-5030,720,680,68270,1208,40564.67
cu1208,66860,68410,66070,68310, ,278,278,68190,460,15484.78
cu小计, ,73840,63480, , ,302936,17860, ,6589492,222475745.8
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
alefp, ,17565,17565,17565, ,0,0, ,200,1756.5
al1108,18385,18660,17005,17920,-430,21170,-19076,17985,39396,354091.74
al1109,18400,18660,16590,17725,-565,39338,-35220,17715,185948,1646900.16
al1110,18410,18645,16425,17570,-710,86742,-156038,17570,2842310,25171634.13
al1111,18265,18600,16300,17470,-675,117806,-6182,17475,2493964,21805717.2
al1112,18125,18500,16200,17415,-590,75652,-8496,17410,442796,3851029.82
al1201,17975,18395,16130,17395,-495,23208,2528,17395,166136,1433821.56
al1202,17825,18295,16055,17365,-460,14356,7232,17365,51864,448636.87
al1203,17735,18175,16000,17375,-360,3906,864,17370,13920,119892.53
