交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1209,56010,60680,56010,60000,3950,15400,-25140,60200,76010,2197017.15
cu1210,55690,61540,55640,59880,4170,30630,-23724,59490,250466,7359157.18
cu1211,55550,60480,55500,59800,4210,42424,-37042,59430,270630,7892587.29
cu1212,55420,60480,55360,59770,4350,97482,-115454,59450,3298654,95020643.56
cu1301,55350,60580,55250,59770,4490,155640,88450,59460,3826552,112969772.9
cu1302,55260,60550,55250,59760,4470,35626,23146,59500,194576,5721974.71
cu1303,55430,60530,55430,59760,4460,10824,4214,59530,34108,1002118.39
cu1304,55360,60560,55360,59870,4580,2874,56,59550,5650,165687.13
cu1305,55690,60550,55620,59760,4440,1620,-974,59670,6544,193132.81
cu1306,55700,60530,55660,59880,4400,1202,108,59660,1404,41090.53
cu1307,55750,60570,55740,59810,4260,542,-48,59710,538,15783.52
cu1308,55800,60600,55730,59870,4320,272,38,59740,820,23842.7
cu1309,60120,60540,58830,59840,59840,134,134,59750,392,11666.52
cu小计, ,61540,55250, , ,394670,-86236, ,7966344,232614474.4
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1209,15430,15695,15420,15600,200,22480,3650,15610,42220,327743.35
al1210,15385,15850,15385,15595,205,26400,-25992,15570,100912,787355.47
al1211,15390,15950,15375,15700,335,51850,-38868,15675,163752,1283517.68
al1212,15360,15990,15350,15760,430,68440,-18566,15745,288196,2262711.4
al1301,15330,16060,15330,15805,495,44156,6850,15790,144102,1134156.8
al1302,15370,16060,15370,15820,490,6834,3400,15790,25098,197855.04
al1303,15405,16100,15405,15820,470,11418,10640,15810,18944,149285.03
al1304,15470,16060,15470,15820,420,234,-82,15845,1202,9513.95
al1305,15420,16095,15420,15850,555,142,28,15800,708,5595.47
al1306,15505,16130,15495,15880,440,58,-18,15870,180,1431.8
al1307,15580,16170,15550,15890,415,114,-36,15890,344,2731.4
al1308,15700,16190,15700,15900,570,40,40,15900,164,1309.98
al1309,16090,16090,15900,15920,15920,52,52,15920,58,464.27
al小计, ,16190,15330, , ,232218,-58902, ,785880,6163671.61
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1209,14670,15575,14660,15455,605,8730,270,15475,16490,124527.08
zn1210,14625,15840,14605,15480,810,6090,-31618,15470,83476,634941.67
zn1211,14640,15915,14585,15605,930,21092,-64016,15570,208262,1591049.11
zn1212,14655,15980,14605,15680,995,64032,-87134,15665,1482406,11364057.13
zn1301,14695,16035,14640,15780,1065,101140,59224,15740,1269448,9885330.23
zn1302,14705,16070,14210,15820,1085,24380,18180,15790,62032,485739.7
zn1303,14740,16165,14740,15900,1130,4506,2498,15790,11220,87569.41
zn1304,14825,16110,14805,15830,1020,1300,136,15825,2444,19062.32
zn1305,14890,16295,14890,15930,1125,1422,64,15895,2522,19896.52
zn1306,14970,16145,14935,15980,1105,940,356,15920,1418,11133.99
zn1307,14985,16235,14950,16045,1115,522,348,16035,1450,11529.51
zn1308,15030,16280,14995,16040,1095,80,56,16020,210,1667.81
zn1309,16530,16530,15655,16150,16150,736,736,16100,1378,11036.21
zn小计, ,16530,14210, , ,234970,-100900, ,3142756,24247540.65
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1209,342,350,342,350,12.9,66,-36,350,36,1237.79
au1210,348.65,362.16,344.8,353,12.7,42,-62,354.84,184,6533.54
au1211,348.3,363.3,347.11,357.27,16.3,68,-26,357.27,64,2277.27
au1212,349.76,366.3,348.63,365.48,22.09,94720,-28418,365.05,971288,34841167.94
au1301,351.4,370,349.62,366.26,22.49,398,228,365.24,4024,144877.67
au1302,350.13,365.11,349.65,364.91,21.54,18,-4,364.91,112,3980.75
au1303,350.79,367.03,345.61,365.11,21.69,18,4,365.11,56,2017.76
au1304,350.85,366.53,350.4,366.53,21.82,14,0,366.53,28,1003.14
au1305,350.8,367.97,350.65,366.7,23.35,26,-20,366.7,162,5829.68
au1306,349.58,367.84,348.84,367.73,24.43,25150,19432,367.05,52540,1891068.94
au1307,350.48,366.98,350.48,366.85,23.56,16,12,366.85,32,1156.99
au1308,350.56,366.04,350.56,362.03,19.8,10,6,362.03,26,936.25
au1309,361.38,366.83,361.38,366.83,366.83,4,4,366.71,14,509.13
au小计, ,370,342, , ,120550,-8880, ,1028566,36902596.85
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rbefp, ,3629,3629,3629, ,0,0, ,2400,8709.6
rb1209,3401,3401,3351,3400,-83,240,0,3400,240,813.12
rb1210,3471,3690,3309,3650,160,20466,-37064,3668,133364,462555.66
rb1211,3448,3626,3291,3532,24,1048,-440,3535,3006,10459.4
rb1212,3426,3621,3270,3545,119,920,-274,3546,9708,33576.75
rb1301,3390,3643,3206,3597,186,875432,-608358,3575,82746418,286749903.2
rb1302,3410,3673,3235,3550,99,2578,2184,3539,12848,45081.24
rb1303,3458,3692,3272,3572,73,296,84,3564,1456,5149.84
rb1304,3454,3674,3159,3596,93,194,120,3583,1996,6992.31
rb1305,3479,3679,3257,3634,145,213676,91664,3615,4512620,15891506.45
rb1306,3484,3718,3320,3646,112,142,82,3636,1576,5609.28
rb1307,3457,3731,3343,3671,122,62,20,3661,424,1527.26
rb1308,3553,3767,3337,3709,113,212,120,3698,1522,5441.43
rb1309,3738,3796,3619,3707,3707,70,70,3705,300,1111.52
rb小计, ,3796,3159, , ,1115336,-551792, ,87425478,303219727.5
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1210,3540,3540,3363,3530,-145,0,-8,3530,8,27.92
wr1211, , , ,3561,-121,2,0,3561,0,0
wr1301,3476,3848,3385,3765,231,20,-24,3765,408,1472.54
wr1302,3522,3675,3345,3692,111,2,0,3692,12,42.15
wr1303,3426,3675,3426,3683,50,2,0,3683,10,35.73
wr1304,3505,3613,3505,3610,4,0,0,3610,4,14.24
wr1305,3435,3610,3237,3529,42,0,-4,3529,48,167.16
wr1307,3469,3655,3469,3518,31,0,0,3518,24,85.08
wr1308,3253,3619,3253,3588,101,2,2,3588,6,20.86
wr小计, ,3848,3237, , ,28,-34, ,520,1865.68
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1210,5083,5083,4820,5041,231,0,0,5041,10,248.5
fu1211,5039,5046,4891,4950,0,0,-8,4950,18,449.56
fu1212,4922,4922,4920,4920,0,0,0,4920,4,98.42
fu1301,4938,5070,4879,4941,53,198,106,4938,986,24448.04
fu1304, , , ,4981,63,2,0,4981,0,0
fu1305,4861,5083,4861,4959,45,2,0,4959,6,149.45
