交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
al小计, ,15630,15100, , ,300080,-16600, ,689358,5286906.48
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1208,14545,14730,14485,14565,-100,3510,-6060,14570,11560,84457.3
zn1209,14580,14855,14330,14850,175,8460,-32212,14660,64612,471339.53
zn1210,14620,14855,14320,14670,-40,37708,-58090,14665,151496,1105409.35
zn1211,14620,14875,14330,14675,-40,85108,-72320,14665,1000150,7299946.22
zn1212,14660,14930,14310,14685,-55,151166,89694,14680,1524836,11124145.09
zn1301,14690,14915,14365,14715,-55,41916,34240,14700,132990,973638.82
zn1302,14690,14930,14420,14735,-50,6200,4674,14730,10038,73392.37
zn1303,14750,14900,14465,14770,-50,2008,528,14780,2030,14910.24
zn1304,14790,14960,14520,14810,-35,1164,428,14790,1098,8062.79
zn1305,14840,14995,14535,14805,-115,1358,736,14820,1866,13729.14
zn1306,14890,15235,14620,14875,-70,584,412,14895,800,5942.76
zn1307,14965,15085,14690,14930,-70,174,126,14910,280,2082.59
zn1308,14985,15150,14820,14945,14945,24,24,14930,164,1233.18
zn小计, ,15235,14310, , ,339380,-37820, ,2901920,21178289.35
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1208,329.5,329.5,325.5,326,-5.3,18,-36,326,42,1371
au1209,330.47,342.46,326.61,337.1,3.99,102,-88,337.11,372,12433.44
au1210,331.26,345.92,328.34,340.3,5.88,104,-4,340.3,216,7282.46
au1211,333.5,345.97,328.72,340.97,7.02,94,14,340.8,434,14553.55
au1212,333.27,348.28,329,343.39,7.81,123138,-2302,342.84,890204,30087083.68
au1301,333.92,348.26,329.89,343.77,7.81,170,72,343.39,1054,35885.26
au1302,330.3,347.98,330.29,343.37,7.39,22,-8,343.37,24,809.42
au1303,332.4,348.16,329.63,343.42,9.95,14,6,343.42,56,1907.35
au1304,334.2,344.71,329.1,344.71,10.51,14,2,344.71,26,871.62
au1305,334,347.47,334,343.35,6.66,46,2,343.35,56,1913.34
au1306,334.14,348.41,329.9,343.3,6.9,5718,4790,342.83,9370,319332.02
au1307,334.86,345.93,334.25,343.29,10.73,4,2,343.29,10,340.02
au1308,346.93,347.31,342.8,342.23,342.23,4,4,342.23,8,275.97
au小计, ,348.41,325.5, , ,129448,2454, ,901872,30484059.13
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1208,3681,3681,3660,3660,-30,240,-60,3660,120,440.46
rb1209,3792,3792,3360,3483,-307,240,-916,3458,1784,6492.03
rb1210,3837,3837,3406,3490,-359,57530,-79532,3502,416642,1532090.36
rb1211,3806,3829,3450,3508,-289,1488,14,3513,3084,11273.98
rb1212,3773,3780,3420,3426,-366,1194,892,3430,4238,15090.78
rb1301,3765,3765,3327,3411,-361,1483790,567054,3416,33651572,120089270.6
rb1302,3750,3769,3377,3451,-331,394,78,3448,7072,24873.97
rb1303,3725,3746,3398,3499,-265,212,-210,3506,1030,3770.27
rb1304,3723,3782,3415,3503,-292,74,20,3507,164,586.11
rb1305,3779,3779,3404,3489,-298,122012,99784,3512,529530,1892788.73
rb1306,3765,3775,3443,3534,-255,60,50,3537,168,603.75
rb1307,3803,3869,3519,3549,-267,42,38,3549,1300,4784.04
rb1308,3759,3759,3503,3596,3596,92,92,3608,450,1629.35
rb小计, ,3869,3327, , ,1667368,587304, ,34617154,123583694.5
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1209,3914,3914,3718,3718,-167,0,0,3718,4,15.26
wr1210,3838,3842,3675,3675,-142,8,2,3675,56,213.49
wr1211,3809,3809,3809,3682,-114,2,-2,3682,2,7.62
wr1212,3617,3650,3617,3353,-266,0,-2,3353,4,14.53
wr1301,3800,3824,3421,3534,-294,44,6,3534,548,2038.95
wr1302,3803,3803,3586,3581,-242,2,0,3581,4,14.78
wr1303, , , ,3633,-244,2,0,3633,0,0
wr1304,3640,3761,3640,3606,-271,0,0,3606,12,44.31
wr1305,3746,3785,3450,3487,-264,4,2,3487,28,102.28
wr小计, ,3914,3421, , ,62,6, ,658,2451.22
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1209,4780,4970,4740,4930,138,54,-110,4930,274,6627.19
fu1211,4850,5120,4850,4950,125,8,0,4950,12,296.91
fu1212,4850,5227,4850,4920,97,0,-8,4995,22,546.09
fu1301,4905,5018,4888,4888,-15,92,70,4892,400,9854.58
fu1304,4801,5034,4621,4918,-12,2,0,4918,12,294.56
fu1305, , , ,4914,112,2,0,4914,0,0
fu小计, ,5227,4621, , ,158,-48, ,720,17619.33
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1208,22500,22900,21200,21300,-1360,332,-112,21265,810,18320.71
ru1209,22645,23000,21050,21050,-1620,3004,-12836,21135,66660,1495019.67
ru1210,22210,22925,21070,21295,-1185,880,300,21325,5606,124718.07
ru1211,22255,23715,20800,21500,-930,876,292,21440,4958,109630.84
ru1301,22200,22890,20700,21490,-955,134782,3372,21445,14262734,312366128
ru1303,22435,22990,20950,21790,-835,4708,3274,21725,29544,657650.79
ru1304,22250,22890,20935,21850,-700,220,132,21665,802,17748.66
ru1305,22420,22980,20800,21700,-960,11216,8328,21610,132924,2909951.68
ru1306,22300,22765,20900,21685,-915,566,10,21655,166,3674.8
ru1307,22550,22820,20985,21840,-755,82,64,21710,436,9586.43
ru1308,21795,22520,21500,21635,21635,14,14,21575,56,1232.87
ru小计, ,23715,20700, , ,156680,2838, ,14504696,317713662.5
总计, , , , , ,3270980,587704, ,66974762,802931069.1
注： 1、报价单位：铜、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、燃料油、石油沥青、纸浆、不锈钢为元/吨；黄金为元/克；白银为元/千克；原油为元(人民币)/桶（交易报价为不含税价格）；20号胶为元（人民币）/吨（交易报价为不含税价格）。 2、交易单位：铜、铝、锌、铅、不锈钢为5吨/手；镍、锡为1吨/手；螺纹钢、线材、热轧卷板、石油沥青、天然橡胶、20号胶、纸浆为10吨/手；燃料油为10吨/手；黄金为1000克/手；白银为15千克/手；原油为1000桶/手。 3、成交量、持仓量、持仓变化单位为手，双边计算；成交金额单位为万元，双边计算。 4、涨跌=本月收盘价-上月收盘价。 5、小计和总计中不包括efp品种。 ,,,,,,,,,,
上海期货交易所期货价格指数,,,,,,,,,,
指数名,月开盘价,月最高价,月最低价,月收盘价,月涨跌点数,,,,,
注： 1、涨跌点数以上月收盘价为基准。 指数免责声明： 1、本文件涉及所有信息，包括但不限于所有的文字、数据、图表、表格、计算方式（以下统称为“信息”）属于上海期货交易所的财产，受中国知识产权法等相关法律保护。这些信息仅供参考之用。 2、本文件涉及任何信息被确认为来源可靠，但只供相关知晓所用，非为特定个人、公司或者其他组织提供。本文任何信息，或者包含上述信息的其他内容均不构成上海期货交易所对任何期货、其他金融产品或投资工具或任何交易策略的依据或建议，而且上海期货交易所及其关联方均未认可、同意或以其他方式表示关于任何期货公司、期货、其他金融产品或投资工具或交易策略的意见。投资者在作出一项投资决定时，应该充分考虑到投资的风险，并且了解投资相关的所有程序及所涉文件，而不是基于本文的陈述。 3、上海期货交易所不保证所有信息的精确性、完整性，并且对所有信息在编制、发布等过程涉及的计算错误、漏发或者发布中断不承担任何责任，不明示或者暗示使用本文中的信息，不保证使用本文信息的适用性。当信息被认为是可适用的，对任何因直接或间接使用本文中任何信息而造成的任何索赔或者损失，包括但不限于因有关内容不准确、不完整等而导致的利息损失、惩罚性或者间接性损失，上海期货交易所无须承担任何法律责任。 上海期货交易所 所有权保留,,,,,,,,,,
