date,1_year
2014-08-13,3.7924
2014-08-14,3.7766
2014-08-15,3.7443
2014-08-18,3.7474
2014-08-19,3.7434
2014-08-20,3.7834
2014-08-21,3.8049
2014-08-22,3.8121
2014-08-25,3.8148
2014-08-26,3.8276
2014-08-27,3.807
2014-08-28,3.7973
2014-08-29,3.8103
2014-09-01,3.8041
2014-09-02,3.7937
2014-09-03,3.8193
2014-09-04,3.8022
2014-09-05,3.7808
2014-09-09,3.7948
2014-09-10,3.7904
2014-09-11,3.8059
2014-09-12,3.8225
2014-09-15,3.8024
2014-09-16,3.8284
2014-09-17,3.7924
2014-09-18,3.7675
2014-09-19,3.7733
2014-09-22,3.7929
2014-09-23,3.7637
2014-09-24,3.7819
2014-09-25,3.7521
2014-09-26,3.7462
2014-09-28,3.7401
2014-09-29,3.7511
2014-09-30,3.7401
2014-10-08,3.7408
2014-10-09,3.7409
2014-10-10,3.7358
2014-10-11,3.7262
2014-10-13,3.721
2014-10-14,3.6716
2014-10-15,3.6355
2014-10-16,3.5672
2014-10-17,3.5385
2014-10-20,3.501
2014-10-21,3.4849
2014-10-22,3.4851
2014-10-23,3.4764
2014-10-24,3.4966
2014-10-27,3.4516
2014-10-28,3.4163
2014-10-29,3.4024
2014-10-30,3.381
2014-10-31,3.3555
2014-11-03,3.2953
2014-11-04,3.2426
2014-11-05,3.2463
2014-11-06,3.2329
2014-11-07,3.1972
2014-11-10,3.18
2014-11-11,3.1555
2014-11-12,3.1515
2014-11-13,3.1517
2014-11-14,3.1544
2014-11-17,3.1692
2014-11-18,3.1522
2014-11-19,3.1522
2014-11-20,3.2121
2014-11-21,3.2686
2014-11-24,3.1325
2014-11-25,3.0041
2014-11-26,3.0302
2014-11-27,3.0302
2014-11-28,3.0347
2014-12-01,3.0243
2014-12-02,3.0443
2014-12-03,3.0643
2014-12-04,3.0557
2014-12-05,3.1431
2014-12-08,3.1983
2014-12-09,3.3669
2014-12-10,3.3769
2014-12-11,3.3609
2014-12-12,3.3326
2014-12-15,3.3309
2014-12-16,3.3283
2014-12-17,3.4383
2014-12-18,3.4999
2014-12-19,3.525
2014-12-22,3.495
2014-12-23,3.4801
2014-12-24,3.4005
2014-12-25,3.3418
2014-12-26,3.3189
2014-12-29,3.273
2014-12-30,3.2486
2014-12-31,3.2586
2015-01-04,3.2537
2015-01-05,3.2314
2015-01-06,3.2189
2015-01-07,3.1767
2015-01-08,3.189
2015-01-09,3.1787
2015-01-12,3.2146
2015-01-13,3.2014
2015-01-14,3.2012
2015-01-15,3.2059
2015-01-16,3.2029
2015-01-19,3.1887
2015-01-20,3.1812
2015-01-21,3.1752
2015-01-22,3.1652
2015-01-23,3.1606
2015-01-26,3.1427
2015-01-27,3.0817
2015-01-28,3.0955
2015-01-29,3.098
2015-01-30,3.0963
2015-02-02,3.0832
2015-02-03,3.0907
2015-02-04,3.0906
2015-02-05,3.0804
2015-02-06,3.0912
2015-02-09,3.0856
2015-02-10,3.0932
2015-02-11,3.0928
2015-02-12,3.0872
2015-02-13,3.0859
2015-02-15,3.0656
2015-02-16,3.0801
2015-02-17,3.0624
2015-02-25,3.0353
2015-02-26,3.0353
2015-02-27,3.0438
2015-02-28,3.0396
2015-03-02,3.0488
2015-03-03,3.0341
2015-03-04,3.0291
2015-03-05,3.0518
2015-03-06,3.0576
2015-03-09,3.0787
2015-03-10,3.0812
2015-03-11,3.0615
2015-03-12,3.0495
2015-03-13,3.0944
2015-03-16,3.0944
2015-03-17,3.1142
2015-03-18,3.1042
2015-03-19,3.0992
2015-03-20,3.102
2015-03-23,3.1032
2015-03-24,3.1031
2015-03-25,3.1183
2015-03-26,3.1483
2015-03-27,3.1833
2015-03-30,3.1833
2015-03-31,3.2236
2015-04-01,3.2186
2015-04-02,3.1743
2015-04-03,3.1753
2015-04-07,3.1801
2015-04-08,3.1802
2015-04-09,3.1202
2015-04-10,3.1602
2015-04-13,3.1602
2015-04-14,3.1302
2015-04-15,3.1002
2015-04-16,3.0729
2015-04-17,3.1628
2015-04-20,3.0872
2015-04-21,3.0092
2015-04-22,3.0152
2015-04-23,2.9713
2015-04-24,2.9276
2015-04-27,2.8663
2015-04-28,2.8266
2015-04-29,2.8267
2015-04-30,2.694
2015-05-04,2.7296
2015-05-05,2.7278
2015-05-06,2.708
2015-05-07,2.6912
2015-05-08,2.6821
2015-05-11,2.6562
2015-05-12,2.5691
2015-05-13,2.4501
2015-05-14,2.3557
2015-05-15,2.344
2015-05-18,2.374
2015-05-19,2.4574
2015-05-20,2.4391
2015-05-21,2.4373
2015-05-22,2.3822
2015-05-25,2.2462
2015-05-26,2.0338
2015-05-27,1.8707
2015-05-28,1.9369
2015-05-29,1.9387
2015-06-01,1.9947
2015-06-02,1.9651
2015-06-03,1.9356
2015-06-04,1.8813
2015-06-05,1.8763
2015-06-08,1.8576
2015-06-09,1.7786
2015-06-10,1.7097
2015-06-11,1.7103
2015-06-12,1.687
2015-06-15,1.6482
2015-06-16,1.6407
2015-06-17,1.689
2015-06-18,1.7044
2015-06-19,1.7494
2015-06-23,1.7159
2015-06-24,1.7165
2015-06-25,1.7128
2015-06-26,1.7628
2015-06-29,1.7528
2015-06-30,1.7378
2015-07-01,1.7378
2015-07-02,1.7745
2015-07-03,1.774
2015-07-06,1.7455
2015-07-07,1.9155
2015-07-08,2.2655
2015-07-09,2.2655
2015-07-10,2.3555
2015-07-13,2.4455
2015-07-14,2.4486
2015-07-15,2.4368
2015-07-16,2.4471
2015-07-17,2.4501
2015-07-20,2.4583
2015-07-21,2.4417
2015-07-22,2.4071
2015-07-23,2.3335
2015-07-24,2.336
2015-07-27,2.3113
2015-07-28,2.2617
2015-07-29,2.2388
2015-07-30,2.2318
2015-07-31,2.253
2015-08-03,2.3038
2015-08-04,2.3254
2015-08-05,2.2428
2015-08-06,2.2073
2015-08-07,2.1753
2015-08-10,2.1843
2015-08-11,2.2433
2015-08-12,2.3181
2015-08-13,2.2883
2015-08-14,2.3273
2015-08-17,2.2466
2015-08-18,2.2621
2015-08-19,2.2571
2015-08-20,2.2608
2015-08-21,2.2608
2015-08-24,2.2807
2015-08-25,2.28
2015-08-26,2.2657
2015-08-27,2.2661
2015-08-28,2.2735
2015-08-31,2.2519
2015-09-01,2.2628
2015-09-02,2.2586
2015-09-06,2.254
2015-09-07,2.2643
2015-09-08,2.2737
2015-09-09,2.2543
2015-09-10,2.2546
2015-09-11,2.2543
2015-09-14,2.2862
2015-09-15,2.3261
2015-09-16,2.333
2015-09-17,2.3062
2015-09-18,2.3292
2015-09-21,2.3271
2015-09-22,2.3078
2015-09-23,2.3086
2015-09-24,2.2893
2015-09-25,2.3625
2015-09-28,2.4032
2015-09-29,2.389
2015-09-30,2.3919
2015-10-08,2.4031
2015-10-09,2.4091
2015-10-10,2.4116
2015-10-12,2.4269
2015-10-13,2.4186
2015-10-14,2.4084
2015-10-15,2.419
2015-10-16,2.432
2015-10-19,2.4286
2015-10-20,2.4255
2015-10-21,2.4273
2015-10-22,2.4234
2015-10-23,2.4454
2015-10-26,2.4237
2015-10-27,2.3748
2015-10-28,2.3698
2015-10-29,2.3683
2015-10-30,2.3513
2015-11-02,2.4032
2015-11-03,2.4284
2015-11-04,2.4312
2015-11-05,2.4342
2015-11-06,2.463
2015-11-09,2.5389
2015-11-10,2.555
2015-11-11,2.5616
2015-11-12,2.5499
2015-11-13,2.5589
2015-11-16,2.6041
2015-11-17,2.5911
2015-11-18,2.5907
2015-11-19,2.5948
2015-11-20,2.5764
2015-11-23,2.5849
2015-11-24,2.5676
2015-11-25,2.5802
2015-11-26,2.5639
2015-11-27,2.5738
2015-11-30,2.5754
2015-12-01,2.5754
2015-12-02,2.5656
2015-12-03,2.5506
2015-12-04,2.5351
2015-12-07,2.5201
2015-12-08,2.4911
2015-12-09,2.4866
2015-12-10,2.4841
2015-12-11,2.4644
2015-12-14,2.4523
2015-12-15,2.4474
2015-12-16,2.4028
2015-12-17,2.3907
2015-12-18,2.3647
2015-12-21,2.3601
2015-12-22,2.3204
2015-12-23,2.3332
2015-12-24,2.3135
2015-12-25,2.2946
2015-12-28,2.3076
2015-12-29,2.3076
2015-12-30,2.2979
2015-12-31,2.2979
