交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu0906,38400,43000,38280,40000,2350,5010,-23310,39800,50490,1018535.95
cu0907,38110,42050,37500,40900,3600,16384,-32734,40710,133566,2675225.16
cu0908,38100,42200,37190,40850,3670,30784,-94388,40740,475118,9491313.81
cu0909,38190,42290,37010,40810,3610,70032,-88168,40730,11624972,233786104.57
cu0910,38180,42320,36900,40890,3680,259306,239636,40760,8208494,162104260.38
cu0911,38100,42600,36920,40940,3760,25354,20214,40810,142196,2821240.64
cu0912,38400,42350,37000,40990,3820,10046,1950,40850,34586,689428.30
cu1001,38480,42550,37030,40910,3960,3260,1426,40800,11214,222596.11
cu1002,38200,42220,37200,40980,3890,2680,148,40840,4988,99416.03
cu1003,38270,42330,37010,40900,3790,3540,-178,40860,8930,179281.64
cu1004,38290,42480,37000,40990,3790,1868,0,40850,5022,100108.52
cu1005,38280,42300,37060,41000,3800,2210,1706,40880,9114,183035.25
cu1006,39850,41180,37290,40900, ,578,578,40920,1556,30704.82
cu小计, ,43000,36900, , ,431052,26880, ,20710246,413401251.18
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al0906,12850,13850,12850,13500,680,13750,-15540,13500,33120,221487.65
al0907,12735,13635,12735,13480,775,28440,-28144,13555,76668,511959.49
al0908,12750,13590,12705,13470,785,41770,-37980,13465,184496,1219942.14
al0909,12780,13645,12700,13435,755,69132,9918,13435,1548320,10311947.89
al0910,12600,13600,12600,13425,730,59662,39160,13425,320782,2143911.47
al0911,12780,13635,12770,13400,655,22038,13306,13410,60192,402866.53
al0912,12710,13640,12710,13400,620,9144,4730,13405,17794,119154.06
al1001,12850,13750,12850,13450,630,2030,1228,13465,5002,33547.09
al1002,13000,13715,13000,13490,570,798,240,13490,1332,8962.14
al1003,13120,13800,13100,13550,595,1394,272,13550,1734,11741.12
al1004,13220,13890,13100,13600,555,478,294,13600,670,4547.49
al1005,13335,13975,13310,13640,510,382,370,13640,994,6787.41
al1006,13650,13780,13415,13685, ,178,178,13640,416,2827.39
al小计, ,13975,12600, , ,249196,-11968, ,2251520,14999681.85
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn0906,12900,14000,12900,13270,310,4050,-2062,13450,8512,56880.05
zn0907,12890,13870,12765,13270,580,6440,-10398,13325,31198,207385.16
zn0908,13010,13975,12890,13375,625,14480,-75550,13370,328130,2179236.51
zn0909,13050,14095,12955,13420,600,79114,8962,13435,4093638,27579036.69
zn0910,13050,14185,13010,13490,645,82782,77574,13505,787116,5321426.34
zn0911,13200,14250,13100,13565,690,8052,5460,13580,25082,169735.22
zn0912,13200,14300,13115,13650,745,4532,1418,13670,7412,50392.78
zn1001,13260,14400,13250,13720,700,990,148,13750,2658,18218.40
zn1002,13200,14535,13105,13880,710,652,-4,13890,696,4773.07
zn1003,13250,14550,13250,13850,730,594,34,13900,852,5937.12
zn1004,13650,14680,13400,14035,835,828,60,14055,2050,14478.85
zn1005,13490,14785,13360,14170,960,662,628,14150,1294,9090.59
zn1006,14160,14850,13730,14260, ,70,70,14070,192,1360.23
zn小计, ,14850,12765, , ,203246,6340, ,5288830,35617950.97
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au0906,218.00,220.00,210.00,210.50,-0.75,240,-60,211.25,156,3363.99
au0907,214.88,217.05,204.54,210.00,1.81,36,-30,210.00,162,3434.45
au0908,215.28,217.29,203.00,207.79,0.13,100,4,207.79,388,8173.35
au0909,214.95,216.19,201.00,208.64,1.02,328,28,208.70,1812,38005.11
au0910,215.62,216.61,202.35,208.80,1.28,14,-8,208.25,364,7589.17
au0911,208.25,215.99,202.50,206.15,-2.10,122,14,206.46,332,6995.66
au0912,214.15,216.21,200.90,207.37,-0.61,41562,-2688,207.06,411458,8575567.11
au1001,215.75,216.33,200.67,206.99,-2.81,24,12,206.99,130,2721.88
au1002,212.23,216.45,204.36,205.74,2.24,0,0,205.80,14,292.65
au1003,213.70,214.70,212.03,207.43,-0.38,0,-2,207.43,8,171.03
au1004,212.76,216.10,206.65,208.56,0.30,4,-2,208.56,6,127.10
au1005,210.55,212.35,202.30,207.06,3.31,4,4,207.06,30,624.24
au1006,218.00,218.00,201.40,208.36, ,60,60,208.04,176,3646.98
au小计, ,220.00,200.67, , ,42494,-2668, ,415036,8650712.73
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb0909,3630,3940,3622,3826,216,328402,-8324,3828,7151676,27421420.02
rb0910,3651,3985,3643,3823,187,61510,57054,3831,144308,558999.53
rb0911,3682,3998,3667,3845,179,7698,7032,3857,13256,51748.85
