交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu0905,38850,40720,35800,36600,-1090,5510,-16438,36650,40788,783738.59
cu0906,38410,39600,35100,37650,750,28320,-24280,37400,139292,2606009.73
cu0907,37860,39450,34860,37300,810,49118,-24770,37120,239516,4481675.51
cu0908,37500,39300,34600,37180,980,125172,-62350,36960,12488982,230928397.08
cu0909,37380,39290,34700,37200,1080,158200,122836,37000,4252976,78017814.26
cu0910,37280,39150,34700,37210,1240,19670,11004,37000,74720,1370830.47
cu0911,36970,39010,34610,37180,1330,5140,700,36980,11870,218621.84
cu0912,36650,39000,34750,37170,1360,8096,-642,37000,20382,375963.26
cu1001,37560,39140,34740,36950,1200,1834,-130,37000,5506,101902.76
cu1002,37180,39080,34690,37090,1320,2532,360,36990,4530,83541.80
cu1003,37100,38990,34830,37110,1200,3718,-184,37040,8108,149841.09
cu1004,36520,39100,34750,37200,1330,1868,734,37040,6442,118852.91
cu1005,35650,37440,35650,37200, ,504,504,37030,1972,36312.05
cu小计, ,40720,34600, , ,409682,7344, ,17295084,319273501.35
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al0905,13000,13100,12720,12850,-30,6410,-12230,12800,24830,160152.15
al0906,12920,12995,12670,12820,170,29290,-30708,12800,67912,435031.37
al0907,12950,12960,12615,12705,135,56584,-34640,12705,148726,952356.36
al0908,12980,13010,12610,12685,115,79750,-7192,12680,1253680,8035470.52
al0909,12905,13100,12500,12680,95,59214,26958,12670,226990,1450322.61
al0910,12900,13100,12560,12695,75,20502,8040,12685,31416,200934.99
al0911,12980,13080,12595,12745,65,8732,2054,12740,7464,47987.54
al0912,12980,13155,12740,12780,40,4414,1028,12785,5838,37707.25
al1001,12940,13230,12800,12820,20,802,236,12840,2000,12965.27
al1002,12950,13720,12870,12920,100,558,114,12915,424,2770.10
al1003,13490,13490,12905,12955,55,1122,98,12950,634,4141.81
al1004,12900,13590,12900,13045,145,184,108,13040,336,2207.47
al1005,13150,13150,13130,13130, ,12,12,13130,12,78.82
al小计, ,13720,12500, , ,267574,-46122, ,1770262,11342126.22
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn0905,12900,13395,12315,12550,170,2880,-210,12525,5180,33241.18
zn0906,12700,13350,12145,12960,565,6112,-9380,12645,20654,132445.45
zn0907,12900,13420,12270,12690,265,16838,-33196,12705,139700,897967.85
zn0908,13005,13500,12325,12750,265,90030,-32528,12760,4579418,29454306.83
zn0909,12900,13580,12360,12820,300,70152,48896,12820,873722,5632328.97
zn0910,13200,13680,12445,12845,265,5208,1928,12860,15254,98705.34
zn0911,13250,13680,12375,12875,245,2592,78,12900,4584,29889.33
zn0912,13150,13730,12570,12905,230,3114,192,12915,3594,23540.19
zn1001,13420,13785,12350,13020,220,842,172,12995,1650,10885.47
zn1002,13410,13895,12600,13170,320,656,180,13145,888,5857.77
zn1003,13555,13900,12480,13120,220,560,66,13055,862,5708.11
zn1004,13700,13900,12880,13200,210,768,288,13205,2006,13472.21
zn1005,13600,13750,12835,13210, ,34,34,13210,90,603.66
zn小计, ,13900,12145, , ,199786,-23480, ,5647602,36338952.33
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au0905, , , ,198.00,0.00,60,0,198.00,0,0.00
au0906,194.95,214.00,194.95,211.25,12.98,300,-4200,211.56,8076,162908.44
au0907,197.21,209.93,193.64,208.19,10.98,66,-110,208.33,532,10752.02
au0908,195.50,209.66,195.22,207.66,9.66,96,-34,208.11,870,17583.99
au0909,196.29,212.22,196.15,207.62,8.49,300,-10,207.64,724,14757.96
au0910,199.95,209.40,199.51,207.52,10.42,22,-4,207.53,84,1716.86
au0911,197.29,211.89,196.70,208.25,11.00,108,-14,209.32,174,3556.67
au0912,196.00,209.50,195.41,207.98,9.80,44250,19090,207.72,310500,6303328.00
au1001,199.32,209.80,193.31,209.80,10.50,12,0,208.60,48,973.33
au1002,196.48,203.50,196.48,203.50,6.20,0,-8,203.50,12,240.90
au1003,203.53,207.41,203.53,207.81,10.38,2,0,207.81,4,82.19
au1004,203.07,208.45,201.00,208.26,11.40,6,4,208.26,30,610.71
au小计, ,214.00,193.31, , ,45222,14714, ,321054,6516511.06
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb0909,3573,3678,3570,3610,57,336726,39126,3610,2780842,10066215.31
rb0910,3590,3700,3486,3636,68,4456,474,3632,7518,27361.38
rb0911,3648,3710,3607,3666,66,666,212,3666,1038,3806.36
rb0912,3690,3750,3665,3705,38,692,132,3705,664,2462.45
rb1001,3642,3844,3611,3731,50,668,120,3730,594,2218.88
rb1002,3746,3850,3720,3765,46,280,84,3758,390,1466.51
rb1003,3753,3887,3750,3803,59,1006,174,3801,1322,5028.87
rb1004,3887,3887,3750,3848,98,362,160,3848,386,1484.73
rb1005,3994,3994,3890,3902, ,84,84,3898,206,806.76
rb小计, ,3994,3486, , ,344940,40566, ,2792960,10110851.25
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr0909,3489,3598,3469,3512,65,34422,-2650,3511,154196,543034.69
wr0910,3546,3624,3511,3555,58,506,106,3533,1312,4678.71
wr0911,3626,3809,3535,3606,46,658,-160,3606,696,2520.00
wr0912,3536,3760,3536,3622,-27,212,-12,3647,106,386.78
wr1001,3700,3770,3601,3680,60,98,26,3680,264,976.75
wr1002,3679,3790,3605,3668,68,62,30,3668,98,359.97
wr1003,3668,3810,3651,3730,108,280,104,3730,222,835.98
wr1004,3620,3846,3610,3720,100,26,24,3720,140,524.31
wr小计, ,3846,3469, , ,36264,-2532, ,157034,553317.19
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu0906,3402,3565,3305,3499,173,24040,-2140,3480,22900,79132.50
fu0907,3467,3612,3390,3526,167,23404,-126368,3530,2317098,8162537.01
fu0908,3500,3680,3461,3607,196,133884,104846,3607,6175720,22211510.52
fu0909,3550,3726,3530,3671,211,37468,22406,3665,405916,1483268.33
fu0910,3592,3758,3556,3716,234,1598,76,3708,4518,16629.42
fu0911,3600,3813,3557,3766,256,1336,30,3758,2018,7496.62
fu0912,3600,3849,3536,3820,288,1776,142,3805,3766,14141.64
fu1001,3668,3877,3665,3855,258,494,-18,3852,1914,7261.63
fu1003,3765,3980,3765,3900,200,198,22,3913,618,2399.59
fu1004,3875,4000,3825,3950,221,260,116,3947,704,2760.91
fu1005,3875,4060,3806,3979, ,128,128,3976,310,1227.40
fu小计, ,4060,3305, , ,224586,-760, ,8935482,31988365.56
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru0905,15050,15380,14100,14450,170,2972,316,14595,2250,16781.82
ru0906,14750,15550,14205,14430,115,1452,300,14400,1874,13873.12
ru0907,14900,15880,14355,14505,25,8270,-3446,14470,29176,219678.37
ru0908,15260,15900,14440,14575,95,820,56,14625,10490,79111.52
ru0909,15100,16080,14555,14755,140,108294,-16718,14725,13906468,105571419.98
ru0910,14595,15895,14550,14765,210,1024,338,14765,7326,55176.88
ru0911,14890,15950,14525,14755,230,17868,6932,14740,288328,2175424.72
ru1001,15030,16325,14860,15040,105,3418,1994,14990,12774,97905.19
ru1003,15225,16450,15100,15250,240,196,-8,15190,1338,10506.65
ru1004,15600,16435,15055,15195,-340,82,62,15260,814,6432.93
ru1005,15700,16040,15330,15420, ,160,160,15430,534,4182.15
ru小计, ,16450,14100, , ,144556,-10014, ,14261372,108250493.29
总计, , , , , ,1672610,-20284, ,51180850,524374118.24
