交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1003,60690,60690,57220,57820,20,6440,-5380,57890,26780,791808.70
cu1004,60980,62150,57600,60700,2700,15510,-19634,60890,103070,3078920.88
cu1005,61050,61880,57720,61050,3030,39066,-75032,61210,312696,9375388.60
cu1006,61150,62300,57760,61320,3130,89216,-100596,61640,6147352,183811823.84
cu1007,61160,62570,57860,61630,3460,205386,177374,61970,2415992,73374132.83
cu1008,61250,62680,58000,61650,3430,18356,11680,62000,66908,2034834.26
cu1009,61250,62700,58160,61700,3410,6692,4060,62020,22762,691305.45
cu1010,61220,62820,58280,61900,3640,3660,1128,62070,7540,228855.94
cu1011,61360,63350,58400,62030,3800,2532,1272,62260,5108,155420.65
cu1012,60990,62780,58280,62000,3870,5404,8,62080,12318,372929.01
cu1101,60990,62600,58400,62050,3970,768,-608,62160,3814,116448.17
cu1102,61050,62610,58400,62050,3870,618,426,62220,2160,65631.97
cu1103,58710,62520,58710,62000, ,548,548,62300,1422,43277.49
cu小计, ,63350,57220, , ,394196,-4754, ,9127922,274140777.79
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1003,16530,16630,16020,16170,-230,18670,-9720,16240,27040,222036.18
al1004,16760,16900,16025,16200,-360,31416,-27466,16220,80390,661738.35
al1005,16990,17070,16160,16405,-325,54192,-42320,16415,193480,1613872.39
al1006,17260,17300,16320,16575,-320,113966,30752,16590,1824788,15304031.80
al1007,17200,17500,16450,16700,-290,67458,30050,16730,299464,2517118.31
al1008,17250,17575,16605,16850,-250,13210,3520,16855,26944,229310.32
al1009,17300,17595,16605,16945,-250,6278,1126,17000,7858,67225.65
al1010,17650,17650,16900,17050,-250,2960,96,17055,2878,24797.71
al1011,17520,17845,16820,17100,-300,1918,524,17130,1596,13807.34
al1012,17535,17890,16970,17165,-310,1484,426,17165,1180,10242.45
al1101,17550,18130,17100,17265,-275,214,112,17315,1052,9251.54
al1102,17880,17880,17055,17400,-350,188,164,17400,398,3483.36
al1103,17550,17745,17355,17545, ,74,74,17545,152,1331.63
al小计, ,18130,16020, , ,312028,-12662, ,2467220,20678246.98
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1003,18380,18830,17600,17960,15,10440,1500,17970,13370,122277.38
zn1004,18500,19065,17740,18460,325,10260,-7498,18475,43864,403213.21
zn1005,18890,19260,17350,18605,315,27126,-62390,18650,571324,5294994.83
zn1006,19000,19450,18050,18795,365,90538,-72172,18880,11789288,110291440.01
zn1007,19200,19610,18210,18975,385,161776,151696,19060,2920084,27622423.59
zn1008,19200,19745,18390,19120,420,6418,4098,19160,29036,276625.89
zn1009,19195,19820,18270,19230,390,2000,772,19295,12476,119309.08
zn1010,19480,19980,18320,19300,360,2338,292,19355,4154,39968.11
zn1011,19555,20010,18700,19360,275,638,18,19400,904,8719.86
zn1012,19605,20060,18800,19415,385,1488,122,19475,2290,22234.64
zn1101,19630,20215,19000,19480,200,1634,318,19570,2278,22383.34
zn1102,19770,20440,19200,19700,525,62,48,19625,200,1980.08
zn1103,19900,20000,19160,19635, ,1010,1010,19625,1410,13671.30
zn小计, ,20440,17350, , ,315728,17814, ,15390678,144239241.29
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1003, , , ,242.00,2.00,24,0,242.00,0,0.00
au1004,246.25,256.90,232.11,241.36,-4.54,0,-10,236.73,20,491.86
au1005,247.77,252.37,241.75,244.99,-1.81,112,30,244.99,434,10752.91
au1006,248.87,252.24,241.20,245.28,-1.12,48962,-12302,245.24,473916,11724401.88
au1007,248.35,251.85,241.57,245.49,-0.84,92,34,245.79,226,5580.96
au1008,249.99,260.94,241.80,246.10,-0.45,38,10,246.10,100,2488.92
au1009,247.70,252.74,241.18,245.55,-1.45,68,-2,245.55,516,12846.61
au1010,248.11,252.80,242.19,246.09,0.12,152,14,245.63,202,5004.11
au1011,249.48,253.20,245.78,247.02,-0.76,40,12,247.02,72,1799.55
au1012,249.15,253.14,241.32,245.00,-2.23,7808,7248,245.02,18332,450749.29
au1101,250.63,253.69,243.40,243.56,-5.08,10,8,243.56,22,551.66
au1102,245.20,254.50,241.61,245.20,-2.80,22,20,245.20,144,3581.12
au1103,244.60,247.78,244.60,247.78, ,2,2,247.78,8,196.98
au小计, ,260.94,232.11, , ,57330,-4936, ,493992,12218445.85
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1003,3899,4026,3850,4010,130,16140,-11792,4002,30812,120397.38
rb1004,4085,4391,3991,4330,266,9424,-22534,4328,64014,267480.61
rb1005,4233,4484,4133,4416,202,156942,-570748,4420,4659418,19895139.92
rb1006,4312,4536,4221,4460,165,43322,1900,4468,208800,918438.74
rb1007,4360,4604,4266,4525,188,8358,300,4533,22804,101711.35
rb1008,4431,4694,4341,4605,194,5630,890,4603,9440,42813.60
rb1009,4496,4767,4396,4687,204,12024,1084,4683,46456,213704.05
rb1010,4651,4848,4513,4755,135,1114870,738210,4760,38047756,179648770.85
rb1011,4695,4876,4560,4770,126,25748,6052,4774,65702,311001.27
rb1012,4684,4867,4598,4785,118,19702,7622,4792,26230,125035.10
rb1101,4716,4920,4640,4820,133,35522,27014,4825,87768,422312.40
rb1102,4717,4998,4670,4855,150,12940,12070,4844,31592,151822.24
rb1103,4830,4958,4806,4868, ,7084,7084,4876,17834,87395.41
rb小计, ,4998,3850, , ,1467706,197152, ,43318626,202306022.93
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1003,3725,3940,3725,3940,127,1680,56,3926,1324,5105.80
wr1004,3899,4311,3825,4210,312,2520,-42,4206,8330,34325.59
wr1005,4030,4369,3922,4272,247,8308,-3276,4273,39994,168132.84
wr1006,4096,4436,4054,4350,250,802,34,4346,2450,10330.63
wr1007,4165,4448,4102,4390,244,766,12,4390,686,2959.02
wr1008,4125,4549,4125,4430,227,904,28,4430,536,2323.73
wr1009,4303,4595,4205,4500,217,2812,8,4490,764,3365.65
wr1010,4430,4694,4304,4560,160,3550,448,4570,6614,29816.11
wr1011,4489,4659,4350,4597,192,1044,242,4597,816,3667.25
wr1012,4488,4698,4444,4659,249,64,22,4659,170,779.91
wr1101,4477,4744,4461,4692,215,10,6,4668,138,637.34
wr1102,4585,4758,4560,4659,182,4,4,4659,38,176.60
wr1103,4402,4722,4402,4678, ,14,14,4672,30,139.37
wr小计, ,4758,3725, , ,22478,-2444, ,61890,261759.85
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1004,4599,4600,4410,4570,160,1720,900,4570,2220,10032.90
fu1005,4550,4640,4495,4634,127,25174,-59572,4630,512220,2331097.08
fu1006,4600,4686,4548,4650,92,62846,57536,4654,720014,3331089.03
fu1007,4675,4746,4595,4686,78,1002,358,4693,3996,18647.61
fu1008,4697,4745,4632,4712,35,102,8,4722,292,1371.86
fu1009,4735,4974,4582,4744,43,1954,384,4753,6212,29461.75
fu1010,4770,4874,4707,4775,45,514,238,4767,1784,8508.70
fu1011,4804,4865,4780,4818,29,480,-98,4828,558,2691.43
fu1012,4905,4929,4817,4850,18,232,60,4866,464,2257.69
fu1101,4939,4977,4837,4910,25,122,66,4910,732,3593.34
fu1103,4920,5027,4900,4958, ,124,124,4955,232,1148.17
fu小计, ,5027,4410, , ,94270,4, ,1248724,5739899.55
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1003,25000,25000,23000,23100,-1400,9394,-1742,23180,10118,121225.57
