交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1410,48720,49000,48000,49000,80,8300,-28770,48910,81280,1971392.2
cu1411,48360,48890,47150,48600,160,52740,-88912,48330,694114,16674541.1
cu1412,47910,48530,46700,48200,170,126778,-132384,47890,4860980,115677525.2
cu1501,47690,48230,46270,47780,-10,317510,229404,47440,4307836,101721921.8
cu1502,47620,48030,46000,47450,-180,120316,94578,47170,618866,14561499.43
cu1503,47580,47920,45920,47250,-300,31392,22412,47020,102762,2408743.73
cu1504,47180,47840,45840,47110,-350,11718,5834,46960,23926,559823.3
cu1505,47500,47810,45790,47050,-320,9612,4534,46850,17072,399026.32
cu1506,47500,47660,45790,46970,-430,6756,4108,46810,8514,197960.96
cu1507,47500,47610,45780,46880,-440,1972,726,46830,2664,62140.06
cu1508,47300,47510,45750,46790,-520,2044,802,46640,3364,78387.22
cu1509,47410,47640,45660,46760,-530,1672,916,46600,2176,50757.65
cu1510,47370,47370,45610,46700,46700,1728,1728,46650,3744,86718.27
cu小计, ,49000,45610, , ,692538,114976, ,10727298,254450437.2
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1410,13980,14030,13700,13710,-265,13110,-13410,13735,29650,204667.4
al1411,14060,14070,13500,13840,-165,36890,-27960,13785,160584,1106252.99
al1412,14045,14075,13540,13930,-85,73528,-72428,13845,1120074,7724230.55
al1501,14005,14075,13570,14000,0,152922,79412,13915,782316,5415629.1
al1502,14020,14060,13595,14045,70,59310,33332,13975,134732,934379.85
al1503,14005,14090,13605,14090,125,36128,19026,14030,44742,311281.7
al1504,14010,14140,13620,14125,145,13340,10316,14080,21558,149545.56
al1505,14015,14180,13640,14160,175,3974,1472,14155,5468,38060.38
al1506,14055,14200,13750,14200,230,520,18,14180,444,3091.12
al1507,14065,14325,13780,14260,145,110,36,14190,348,2428.83
al1508,14090,14240,13725,14240,195,34,8,14240,112,783.74
al1509,14125,14270,13785,14270,220,100,96,14240,286,2012.18
al1510,14100,14285,13785,14285,14285,54,54,14210,152,1072.19
al小计, ,14325,13500, , ,390020,29972, ,2300466,15893435.57
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
