交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1005,58050,58070,53520,53520,-5080,9710,-11260,54070,33130,928388.90
cu1006,58000,58170,52000,55000,-3580,18096,-15600,55470,94536,2606300.93
cu1007,58000,58270,51830,55040,-3610,44164,-60014,55470,345796,9632814.45
cu1008,58110,58360,51820,55080,-3660,113670,-44356,55440,8086548,222738913.61
cu1009,58250,58420,51830,55050,-3720,166738,154000,55470,2960532,81180074.21
cu1010,58390,58540,51890,55100,-3800,14722,8886,55450,86838,2380130.16
cu1011,58390,58700,52000,55120,-3900,4932,1704,55540,19952,546921.31
cu1012,58360,58610,51570,55100,-3960,5980,-36,55440,22656,622388.50
cu1101,58520,58960,52200,55250,-3950,1178,404,55560,3358,92807.22
cu1102,58980,58980,52020,55250,-4070,752,62,55640,1944,53755.48
cu1103,58520,58810,52200,55850,-3480,1088,270,55840,2416,67066.52
cu1104,58780,59200,52110,55480,-3900,1054,798,55790,4662,129843.35
cu1105,53310,56320,51880,55600, ,310,310,55710,724,19778.34
cu小计, ,59200,51570, , ,382394,35168, ,11663092,320999182.98
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1005,15890,15890,14580,14680,-1235,21500,-8920,14845,30100,230926.58
al1006,16020,16025,14500,15005,-1080,36494,-20002,14985,109688,834081.11
al1007,16170,16170,14615,15130,-1080,61210,-56966,15155,365808,2845245.76
al1008,16300,16320,14770,15290,-1070,89018,34962,15305,1597348,12330853.81
al1009,16360,16405,14945,15420,-1020,54478,36500,15450,272876,2117511.05
al1010,16500,16500,15010,15530,-1030,16672,9736,15580,42470,332603.88
al1011,16500,16600,15300,15685,-945,6846,3896,15695,14154,112210.51
al1012,16680,16795,15435,15755,-1000,3840,2090,15780,7426,59116.48
al1101,16640,16815,15230,15810,-1040,912,604,15820,1766,14044.93
al1102,16895,16895,15700,15860,-1110,922,704,15860,1672,13322.81
al1103,17000,17050,15745,15910,-1210,3528,3298,15925,5752,46043.44
al1104,17130,17130,15805,15940,-1180,514,404,15940,1048,8472.83
al1105,15845,16595,15750,15900, ,1524,1524,15915,2572,20504.77
al小计, ,17130,14500, , ,297458,7830, ,2452680,18964937.94
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1005,17720,17845,15665,15665,-2335,10450,-2630,15735,11480,94713.68
zn1006,17900,18010,14435,15670,-2515,14512,-15414,15650,61504,499271.77
zn1007,18210,18230,14655,15740,-2625,35210,-102000,15830,697096,5854538.64
zn1008,18400,18400,14830,15890,-2665,109422,-13320,15960,13984244,113617629.02
zn1009,18515,18535,15005,16050,-2650,273244,264274,16125,6840982,54757033.66
zn1010,18640,18670,15160,16185,-2665,13614,10996,16250,81892,667290.15
zn1011,18785,18785,15290,16325,-2460,2012,982,16425,8820,72670.77
zn1012,18705,18870,15365,16460,-2635,3486,1604,16510,7478,62076.28
zn1101,18890,19145,15605,16555,-2455,2014,310,16615,3582,29873.67
zn1102,18840,18945,15800,16685,-2415,524,24,16700,636,5561.83
zn1103,19070,19070,15915,16745,-2565,1462,50,16815,862,7368.45
zn1104,19150,19220,16000,16800,-2650,170,128,16800,844,7244.84
zn1105,16695,17600,16175,17025, ,174,174,17120,392,3256.05
zn小计, ,19220,14435, , ,466294,145178, ,21699812,175678528.79
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1005,270.00,270.00,270.00,270.00,9.00,0,-6,270.00,6,162.00
au1006,258.90,271.37,254.10,267.00,10.25,864,-5074,265.91,13714,359463.39
au1007,256.96,276.79,254.30,265.80,8.86,48,-14,265.32,520,13681.81
au1008,257.90,273.22,256.00,266.25,9.27,64,30,264.51,614,16202.27
au1009,258.78,271.68,254.48,266.27,8.68,128,62,266.12,952,25174.43
au1010,258.92,271.90,252.05,265.66,8.00,156,64,265.51,940,24881.56
au1011,258.38,271.98,255.65,266.41,9.54,44,22,266.41,446,11874.38
au1012,260.00,273.58,255.72,266.54,7.95,51022,-762,266.72,916916,24332577.28
