交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu0911,50210,52030,50100,52000,900,6610,-9352,51620,24572,623562.05
cu0912,50500,55000,50180,54100,2970,16612,-22316,54210,81690,2135159.23
cu1001,50430,55300,50150,54320,3120,36528,-134336,54380,1361372,34846751.17
cu1002,50390,55500,50220,54420,3100,81030,1904,54510,4021556,105905033.69
cu1003,50280,55900,50280,54830,3510,178120,166042,54840,1799464,48961809.04
cu1004,50500,56120,50370,55000,3650,17240,12348,54950,49804,1349696.60
cu1005,50500,56320,50350,55060,3720,14832,8248,55170,37712,1021739.05
cu1006,51260,56780,50430,55390,4030,5142,1880,55300,7650,207021.56
cu1007,50600,56680,50480,55550,4120,3542,1072,55570,4106,110935.85
cu1008,50590,56800,50340,55620,4140,1846,670,55660,2730,72990.52
cu1009,50660,56800,50400,55760,4340,930,374,55840,2560,69158.48
cu1010,50700,56990,50430,55800,4440,976,756,55770,2804,74944.94
cu1011,54340,56990,54000,55870, ,436,436,55840,1140,31567.53
cu小计, ,56990,50100, , ,363844,27726, ,7397160,195410369.71
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al0911,14930,15050,14820,15050,5,19710,-9750,14965,18790,140303.88
al0912,15065,15580,14980,15280,140,27570,-18772,15315,53424,406784.09
al1001,15095,15645,15080,15420,185,45916,-54242,15420,433398,3302696.18
al1002,15150,15870,15115,15570,295,88540,48914,15570,981326,7627752.10
al1003,15200,16020,15165,15730,430,41658,25630,15715,167666,1317042.74
al1004,15220,16120,15180,15815,500,17664,9102,15800,35002,275704.84
al1005,15205,16375,15200,15920,610,11024,5580,15855,26648,211018.64
al1006,15310,16400,15310,16015,705,6086,2118,15965,6770,54045.26
al1007,15185,16550,15185,16100,780,4350,294,16045,2796,22193.83
al1008,15370,16650,15370,16245,875,1894,590,16205,1812,14696.46
al1009,15350,16780,15350,16220,810,1680,84,16285,1326,10655.23
al1010,15330,16895,15275,16430,990,964,198,16430,750,6100.69
al1011,16400,16985,16280,16485, ,246,246,16500,604,5054.61
al小计, ,16985,14820, , ,267302,9992, ,1730312,13394048.52
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn0911,16240,17100,15705,16900,450,13020,2900,16995,8980,74603.03
zn0912,16360,18145,16200,17800,1155,12744,-10968,17690,42176,360250.04
zn1001,16430,18345,16350,17855,1025,19554,-121152,17855,1603344,13571871.37
zn1002,16550,18575,16490,18050,1095,63854,27856,18030,4059880,36000063.78
zn1003,16850,18820,16630,18235,1120,126256,124218,18205,1201958,11007545.45
zn1004,16800,19000,16730,18400,1250,9930,8780,18390,24926,229295.58
zn1005,16960,19225,16795,18620,1360,4918,3676,18610,11086,102580.31
zn1006,16970,19380,16970,18800,1440,2302,898,18830,4356,40371.31
zn1007,17345,19510,17000,18900,1445,1270,168,18990,2488,23029.89
zn1008,17110,19695,17110,19070,1570,536,276,19230,1166,10838.28
zn1009,17230,19800,17230,19330,1710,554,428,19320,2032,19075.32
zn1010,17445,19850,17440,19350,1600,1618,1550,19420,2800,26574.57
zn1011,18995,19755,18020,19375, ,52,52,19435,116,1116.40
zn小计, ,19850,15705, , ,256608,38682, ,6965308,61467215.29
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au0911, , , ,223.10,0.00,72,0,222.73,0,0.00
au0912,228.49,274.61,228.20,263.00,34.07,462,-4370,260.88,9268,223353.55
au1001,229.08,262.50,229.07,258.38,27.84,188,-12,257.84,3508,85030.60
au1002,229.76,264.18,229.76,257.49,26.80,122,34,258.30,1206,30090.55
au1003,229.20,263.04,229.20,258.95,29.84,60,32,259.25,920,23066.39
au1004,228.55,264.39,228.55,259.33,28.73,64,60,259.23,298,7584.39
au1005,229.90,267.00,229.00,258.28,28.88,98,82,258.55,772,19481.85
au1006,230.05,263.86,229.70,258.23,27.55,83102,24532,258.74,847806,21295034.77
au1007,233.00,263.65,233.00,259.39,28.44,60,22,259.02,290,7304.00
au1008,238.00,263.99,238.00,259.57,31.19,36,20,259.57,136,3402.76
au1009,233.99,268.50,233.99,258.98,27.40,34,2,258.60,310,7789.39
au1010,237.21,264.55,237.21,258.51,28.93,88,58,259.09,328,8274.93
au1011,247.60,264.88,247.60,258.99, ,20,20,259.54,102,2629.33
au小计, ,274.61,228.20, , ,84406,20480, ,864944,21713042.52
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb0911,3582,3672,3580,3630,102,12480,-8822,3644,30362,109973.22
rb0912,3710,3834,3631,3638,-97,21720,-81108,3663,189616,709667.00
rb1001,3843,3969,3763,3800,-75,92352,-797554,3809,12944586,50383749.72
rb1002,3905,4198,3890,3958,21,386178,175722,3973,42570146,173600145.86
rb1003,3997,4342,3968,4103,86,182102,151264,4117,4465308,18764312.62
rb1004,4077,4456,4041,4217,137,29618,19970,4228,154514,662911.06
rb1005,4119,4572,4102,4375,227,514984,499000,4372,15404620,68269905.78
rb1006,4160,4649,4160,4465,239,14266,11234,4464,81086,365287.79
rb1007,4194,4695,4180,4543,348,6416,4792,4531,30266,136959.03
rb1008,4207,4747,4204,4580,364,3210,2156,4576,17426,78914.65
rb1009,4200,4882,4200,4611,383,12714,7700,4604,42856,195388.83
rb1010,4201,4788,4201,4644,409,48264,43214,4641,328746,1520490.95
rb1011,4612,4818,4588,4672, ,10572,10572,4671,26764,126649.78
rb小计, ,4882,3580, , ,1334876,38140, ,76286296,314924356.30
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr0911,3451,3560,3352,3550,99,4440,-120,3550,3840,13264.74
wr0912,3532,3665,3523,3595,23,960,-5398,3592,8716,31381.92
wr1001,3715,3797,3653,3671,-45,2392,-7494,3678,39812,148667.42
wr1002,3763,4115,3742,3840,58,6082,1808,3840,55416,216051.00
wr1003,3834,4188,3815,3946,100,2012,-28,3952,7562,30213.80
wr1004,3890,4238,3832,4067,159,286,22,4043,1462,5969.53
wr1005,3932,4370,3881,4170,260,1890,1240,4176,4910,20634.58
wr1006,3912,4420,3912,4245,329,820,-38,4248,700,2952.24
wr1007,3966,4480,3960,4293,371,942,64,4289,780,3277.61
wr1008,3931,4475,3930,4339,389,992,348,4325,976,4094.64
wr1009,3938,4475,3938,4348,402,2826,954,4352,2320,9653.77
wr1010,3955,4518,3952,4374,428,3530,2516,4376,5612,23749.97
wr1011,4450,4617,4290,4405, ,272,272,4406,446,1991.93
wr小计, ,4617,3352, , ,27444,-5854, ,132552,511903.16
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu0912,3951,4105,3779,4015,15,31140,-2264,3996,20964,83674.88
fu1001,4016,4207,3937,4090,-2,23054,-74904,4066,967412,3947251.04
fu1003,4150,4386,4117,4247,44,110024,103020,4236,2528790,10859087.93
fu1004,4162,4449,4162,4314,64,1326,842,4303,6952,30175.71
fu1005,4290,4520,4241,4377,65,8438,7370,4365,38264,168983.79
fu1006,4308,4699,4308,4440,71,720,324,4429,1526,6806.19
fu1007,4350,4630,4350,4515,101,218,-4,4491,520,2347.56
fu1008,4400,4679,4400,4546,74,180,56,4546,356,1622.14
fu1009,4456,4730,4450,4616,111,182,58,4615,742,3421.24
fu1010,4517,4780,4503,4670,110,242,-36,4666,812,3782.81
fu1011,4530,4847,4530,4721, ,366,366,4725,1696,8086.03
fu小计, ,4847,3779, , ,175890,34828, ,3568034,15115239.31
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru0911,18150,19960,18100,19500,1095,8942,-1190,19105,6138,56802.49
ru1001,18880,21915,18830,21195,1855,27638,-117400,21395,3271174,31575760.55
ru1003,19300,22415,19220,21645,1890,147090,87340,21755,12276646,130240023.38
ru1004,19500,22400,19355,21840,1990,94,48,21955,1454,15345.35
ru1005,19600,22560,19520,22085,2090,33054,25240,22165,322426,3509546.20
ru1006,19910,22810,19600,22020,1970,300,242,22030,1248,13529.03
ru1007,19660,22300,19605,22180,2165,4684,3976,22215,12610,136155.84
ru1008,19670,22195,19600,22035,2075,60,28,22055,366,3908.20
ru1009,19690,22300,19690,22165,2095,5706,4958,22200,11230,121345.32
ru1010,19650,22460,19200,22135,2065,72,28,21975,988,10376.79
ru1011,21500,22050,21140,21720, ,1038,1038,21740,2210,23978.31
ru小计, ,22810,18100, , ,228678,4308, ,15906490,165706771.44
总计, , , , , ,2739048,168302, ,112851096,788242946.22
注： 1、报价单位：铜、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、燃料油、石油沥青、纸浆、不锈钢为元/吨；黄金为元/克；白银为元/千克；原油为元(人民币)/桶（交易报价为不含税价格）；20号胶为元（人民币）/吨（交易报价为不含税价格）。 2、交易单位：铜、铝、锌、铅、不锈钢为5吨/手；镍、锡为1吨/手；螺纹钢、线材、热轧卷板、石油沥青、天然橡胶、20号胶、纸浆为10吨/手；燃料油为10吨/手；黄金为1000克/手；白银为15千克/手；原油为1000桶/手。 3、成交量、持仓量、持仓变化单位为手，双边计算；成交金额单位为万元，双边计算。 4、涨跌=本月收盘价-上月收盘价。 5、小计和总计中不包括efp品种。 ,,,,,,,,,,
上海期货交易所期货价格指数
指数名,月开盘价,月最高价,月最低价,月收盘价,月涨跌点数
注： 1、涨跌点数以上月收盘价为基准。 指数免责声明： 1、本文件涉及所有信息，包括但不限于所有的文字、数据、图表、表格、计算方式（以下统称为“信息”）属于上海期货交易所的财产，受中国知识产权法等相关法律保护。这些信息仅供参考之用。 2、本文件涉及任何信息被确认为来源可靠，但只供相关知晓所用，非为特定个人、公司或者其他组织提供。本文任何信息，或者包含上述信息的其他内容均不构成上海期货交易所对任何期货、其他金融产品或投资工具或任何交易策略的依据或建议，而且上海期货交易所及其关联方均未认可、同意或以其他方式表示关于任何期货公司、期货、其他金融产品或投资工具或交易策略的意见。投资者在作出一项投资决定时，应该充分考虑到投资的风险，并且了解投资相关的所有程序及所涉文件，而不是基于本文的陈述。 3、上海期货交易所不保证所有信息的精确性、完整性，并且对所有信息在编制、发布等过程涉及的计算错误、漏发或者发布中断不承担任何责任，不明示或者暗示使用本文中的信息，不保证使用本文信息的适用性。当信息被认为是可适用的，对任何因直接或间接使用本文中任何信息而造成的任何索赔或者损失，包括但不限于因有关内容不准确、不完整等而导致的利息损失、惩罚性或者间接性损失，上海期货交易所无须承担任何法律责任。 上海期货交易所 所有权保留,,,,,
