交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
rb小计, ,5021,4257, , ,603742,183774, ,9348002,42863460.55
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1110,4452,4807,4100,4134,-603,0,-2,4440,24,106.59
wr1112,4437,4919,4437,4312,-409,0,0,4312,142,665.09
wr1201,4820,4872,4190,4304,-516,0,-2,4304,40,180.72
wr1202,4667,4780,4666,4349,-475,0,0,4349,32,149.99
wr1203,4441,4685,4441,4359,-358,0,0,4359,66,302.31
wr1204,4700,4770,4390,4390,-378,0,-2,4390,16,73.99
wr1206,4691,4780,4319,4337,-403,2,0,4337,12,54.28
wr1207,4800,4891,4307,4362,-388,0,-2,4362,178,824.18
wr1209,4153,4740,4153,4473,4473,0,0,4473,18,81.22
wr小计, ,4919,4100, , ,2,-8, ,528,2438.36
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1110,5035,5035,4740,4850,-124,80,-20,4850,140,690.1
fu1111,4939,4939,4483,4720,-221,100,-32,4715,190,909.63
fu1112,4943,4950,4670,4790,-152,22904,4562,4776,63378,306245.18
fu1202,5030,5051,4780,4802,-201,36,8,4802,52,1277.7
fu1203,4993,4993,4749,4780,-220,58,2,4776,8,193.22
fu1204,4920,4920,4920,4825,-143,2,0,4825,2,49.2
fu1205,5050,5192,4856,4818,-300,2,0,4818,24,602.23
fu1209,5120,5120,4810,4938,4938,0,0,4938,4,99.3
fu小计, ,5192,4483, , ,23182,4520, ,63798,310066.56
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1109,33530,33650,32400,33100,-540,2878,-1702,33125,3930,65094.44
ru1110,33800,33800,27000,28500,-5270,246,-66,28345,2028,31311.06
ru1111,33665,33980,26855,28400,-5365,882,-152,28100,8704,133564.94
ru1201,34170,34380,26010,27775,-6465,158138,-37268,27185,17688012,274589407.7
ru1203,34380,34680,26050,27995,-6510,8384,3012,27425,49162,765739.94
ru1204,34500,34680,26065,26940,-7305,126,-6,27050,332,4912.28
ru1205,34590,36595,25945,27500,-7090,7890,6284,27175,69986,1050595.16
ru1206,34340,34395,26160,27265,-7885,110,58,27165,348,5091.66
ru1207,34285,34350,26135,27050,-7340,84,22,26865,358,5625.74
ru1208,34200,34200,26100,27000,-7350,18,12,26900,192,5991.92
ru1209,33400,34345,25930,27000,27000,102,102,26665,274,7814.48
ru小计, ,36595,25930, , ,178858,-29704, ,17823326,276665149.3
总计, , , , , ,1909072,79484, ,55453566,922863016.3
注： 1、报价单位：铜、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、燃料油、石油沥青、纸浆、不锈钢为元/吨；黄金为元/克；白银为元/千克；原油为元(人民币)/桶（交易报价为不含税价格）；20号胶为元（人民币）/吨（交易报价为不含税价格）。 2、交易单位：铜、铝、锌、铅、不锈钢为5吨/手；镍、锡为1吨/手；螺纹钢、线材、热轧卷板、石油沥青、天然橡胶、20号胶、纸浆为10吨/手；燃料油为10吨/手；黄金为1000克/手；白银为15千克/手；原油为1000桶/手。 3、成交量、持仓量、持仓变化单位为手，双边计算；成交金额单位为万元，双边计算。 4、涨跌=本月收盘价-上月收盘价。 5、小计和总计中不包括efp品种。 ,,,,,,,,,,
上海期货交易所期货价格指数,,,,,,,,,,
指数名,月开盘价,月最高价,月最低价,月收盘价,月涨跌点数,,,,,
注： 1、涨跌点数以上月收盘价为基准。 指数免责声明： 1、本文件涉及所有信息，包括但不限于所有的文字、数据、图表、表格、计算方式（以下统称为“信息”）属于上海期货交易所的财产，受中国知识产权法等相关法律保护。这些信息仅供参考之用。 2、本文件涉及任何信息被确认为来源可靠，但只供相关知晓所用，非为特定个人、公司或者其他组织提供。本文任何信息，或者包含上述信息的其他内容均不构成上海期货交易所对任何期货、其他金融产品或投资工具或任何交易策略的依据或建议，而且上海期货交易所及其关联方均未认可、同意或以其他方式表示关于任何期货公司、期货、其他金融产品或投资工具或交易策略的意见。投资者在作出一项投资决定时，应该充分考虑到投资的风险，并且了解投资相关的所有程序及所涉文件，而不是基于本文的陈述。 3、上海期货交易所不保证所有信息的精确性、完整性，并且对所有信息在编制、发布等过程涉及的计算错误、漏发或者发布中断不承担任何责任，不明示或者暗示使用本文中的信息，不保证使用本文信息的适用性。当信息被认为是可适用的，对任何因直接或间接使用本文中任何信息而造成的任何索赔或者损失，包括但不限于因有关内容不准确、不完整等而导致的利息损失、惩罚性或者间接性损失，上海期货交易所无须承担任何法律责任。 上海期货交易所 所有权保留,,,,,,,,,,
