交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1203,59970,60710,58510,59760,-590,11420,-24878,59430,68038,2031295.73
cu1204,60260,61170,58840,59550,-1290,37990,-36620,59470,251126,7533771.85
cu1205,60500,61450,58990,59810,-1260,67260,-135042,59780,1585588,47957763.93
cu1206,60580,61720,59030,60010,-1300,133390,11044,59980,6247284,188620324
cu1207,60790,61820,59050,60100,-1350,143862,126984,60050,1720420,51887809.29
cu1208,60590,61860,59000,60200,-1220,16698,12252,60130,70566,2129108.73
cu1209,60780,61940,59200,60290,-1140,6396,1542,60190,15396,465907.21
cu1210,60820,61940,59330,60300,-1060,2212,954,60270,4622,139874.44
cu1211,60740,62280,58020,60340,-1060,1924,1184,60280,4134,125161.87
cu1212,60660,61860,59420,60380,-1120,1860,1228,60360,4390,132842.62
cu1301,60880,61940,59480,60420,-910,696,282,60360,1636,49643.6
cu1302,60670,62370,59400,60520,-840,332,272,60430,1196,36446.3
cu1303,60720,61580,60140,60560,60560,62,62,60460,172,5233.95
cu小计, ,62370,58020, , ,424102,-40736, ,9974568,301115183.5
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1203,15995,16040,15900,15920,-135,21790,-17810,15920,27160,216823.08
al1204,16100,16160,15610,15960,-185,29268,-12840,15990,54792,439881.44
al1205,16200,16280,16070,16090,-160,40336,-14454,16080,110902,897095.35
al1206,16270,16385,16145,16165,-175,48042,16040,16160,153254,1245986.06
al1207,16380,16490,16245,16265,-175,28738,10024,16260,40610,331828.26
al1208,16480,16580,16340,16345,-170,15574,12844,16355,21542,176984.12
al1209,16815,16815,16350,16425,-220,1614,108,16445,2464,20385.58
al1210,16710,16795,16500,16525,-200,1822,16,16530,1280,10652.35
al1211,16840,16860,16625,16635,-200,282,116,16630,372,3109.67
al1212,16840,16900,16705,16705,-155,116,2,16705,100,839.57
al1301,16795,17045,16610,16740,-170,234,0,16730,252,2126.07
al1302,17000,17040,16825,16825,-175,56,32,16825,50,423.4
al1303,16975,17055,16890,16890,16890,6,6,16890,20,170.09
al小计, ,17055,15610, , ,187878,-5916, ,412798,3346305.01
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
