交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu0902,26400,30200,25400,28600,1900,3390,-14274,28860,32744,466701.55
cu0903,26170,30620,25190,28660,2640,19504,-26412,28640,131134,1838259.36
cu0904,25980,29870,24940,28210,2380,44336,-72382,28200,2338938,32164507.24
cu0905,25860,29950,24850,27850,2070,145718,90084,27950,6002126,83035557.55
cu0906,26200,29980,24890,27680,1850,75872,61604,27860,688536,9421324.83
cu0907,26210,29980,25000,27600,1750,22960,14210,27810,81260,1120188.25
cu0908,25100,30010,25040,27580,1590,6334,2728,27690,23316,323158.83
cu0909,28460,30370,26080,27600,-2360,1756,1690,27710,5164,71137.06
cu0910,25950,30140,25250,27660,1710,2670,1182,27720,6766,93673.54
cu0911,25300,30340,25100,27600,1890,1650,794,27710,4278,59629.31
cu0912,26130,30490,25100,27560,1760,3102,1914,27710,9562,132316.00
cu1001,25440,30540,25350,26790,800,630,602,27630,2602,35999.60
cu1002,26660,26660,26660,26660, ,2,2,26660,2,26.66
cu小计, ,30620,24850, , ,327924,61742, ,9326428,128762479.78
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al0902,11760,12560,11700,12040,280,8070,-4966,12145,21396,128892.40
al0903,11675,12295,11500,12030,310,15720,-16124,12045,60416,361407.92
al0904,11490,12325,11365,11790,160,35110,-50628,11820,1048010,6202915.37
al0905,11500,12350,11315,11650,55,89874,41812,11695,2706340,16037205.06
al0906,11590,12500,11310,11610,-90,38724,22558,11655,344024,2024952.67
al0907,11545,12390,11315,11590,110,13998,9582,11625,52926,310742.99
al0908,11410,12370,11380,11610,0,5334,2792,11640,13772,81248.69
al0909,11700,12425,11400,11630,30,2498,1298,11695,4902,29131.47
al0910,11560,12390,11480,11620,-55,2410,1706,11665,5258,31262.98
al0911,11600,12400,11415,11670,80,1786,1648,11680,4978,29993.33
al0912,11650,12375,11550,11635,-45,1380,1162,11700,3344,19939.53
al1001,11800,12295,11600,11760,150,14,14,11760,52,312.86
al1002,11840,11995,11810,11810, ,6,6,11865,10,59.30
al小计, ,12560,11310, , ,214924,10860, ,4265428,25258064.52
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn0902,11290,11290,10350,10400,-480,1700,-1082,10480,3382,18281.23
zn0903,10000,11000,9900,10425,165,9170,-24940,10430,54686,285856.87
zn0904,10120,10920,9880,10270,15,28296,-44992,10285,891946,4641827.37
