交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1008,56750,58200,56250,57470,1210,4370,-12742,57230,31162,893667.20
cu1009,56750,59450,56100,58300,2050,13600,-23712,58680,87820,2529443.89
cu1010,56830,59400,56050,58450,2180,41428,-71094,58660,330632,9512622.77
cu1011,56830,59390,55910,58350,2070,85568,-100246,58610,5670714,162890673.63
cu1012,56800,59450,55880,58440,2170,179598,149928,58600,3313988,95464269.66
cu1101,56800,59380,55880,58460,2190,18168,13698,58560,97416,2810112.55
cu1102,56600,60980,56030,58300,2090,1972,576,58540,10460,301655.57
cu1103,56650,59400,56000,58180,1970,1844,352,58540,4490,129249.19
cu1104,57000,59300,56000,58270,2020,884,118,58560,1696,48900.41
cu1105,56710,59290,55810,58230,2030,1034,132,58520,2158,61990.24
cu1106,56950,59300,56050,58600,2390,598,196,58610,1032,29787.74
cu1107,56670,59270,56000,58200,1980,364,194,58480,766,22016.91
cu1108,57550,59300,56500,58370, ,120,120,58530,378,10920.44
cu小计, ,60980,55810, , ,349548,-42480, ,9552712,274705310.20
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1008,15360,15510,15000,15240,175,10900,-11540,15200,25650,195884.45
al1009,15445,15680,15000,15250,10,26660,-25044,15220,79606,609578.20
al1010,15525,15820,15120,15280,-65,48460,-43632,15315,244816,1896820.32
al1011,15650,15930,15225,15370,-90,79994,21976,15395,1536480,11966984.44
al1012,15720,15990,15320,15460,-75,83170,68308,15505,570532,4438560.91
al1101,15840,16050,15440,15560,-60,14676,11858,15615,52384,410693.02
al1102,15860,16145,15465,15665,-35,2462,1034,15680,4496,35463.35
al1103,16350,16350,15625,15750,60,4052,248,15790,3388,26819.15
al1104,16145,16175,15715,15865,135,1058,322,15860,1260,10027.14
al1105,15995,16200,15600,15880,140,6802,272,15905,5370,42849.09
al1106,16275,16380,15735,16020,270,216,90,16020,552,4419.50
al1107,16140,16390,15860,16175,400,288,242,16175,740,5978.46
al1108,16180,16310,15930,16160, ,20,20,16160,52,419.17
al小计, ,16390,15000, , ,278758,24154, ,2525326,19644497.18
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1008,16250,17350,16150,16840,1060,8730,50,16700,13190,110398.13
zn1009,16280,17480,16200,16655,590,9146,-13250,16895,67596,569663.48
zn1010,16350,17630,16280,16920,755,20096,-68002,17040,486990,4124489.44
zn1011,16500,17745,16360,17060,755,57404,-260534,17170,12142092,103850015.06
zn1012,16600,17885,15760,17195,765,368590,343258,17295,21253748,182705259.30
zn1101,16650,17995,16560,17285,750,49870,41370,17405,806794,6982595.54
zn1102,16730,18430,16630,17390,800,3686,2572,17505,32284,281414.99
zn1103,16805,18400,16755,17490,865,3470,258,17615,9738,84945.39
zn1104,16900,18270,16800,17660,980,1094,-82,17680,2098,18407.30
zn1105,16900,18200,16770,17670,940,2412,1220,17710,7492,65836.73
zn1106,16950,18250,16885,17620,770,2422,1804,17770,5272,46831.37
zn1107,17030,18640,16970,17835,960,610,296,17835,2488,21927.45
zn1108,18195,18665,17110,17785, ,78,78,17830,262,2331.98
zn小计, ,18665,15760, , ,527608,49038, ,34830044,298864116.11
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1008,259.00,259.00,259.00,259.00,3.00,0,-6,259.00,6,155.40
au1009,261.51,268.50,259.90,267.05,9.26,18,-58,267.05,104,2749.78
au1010,259.66,271.02,259.65,269.85,11.90,150,36,269.84,540,14431.30
au1011,262.10,270.96,262.10,269.61,12.31,184,138,269.61,416,11155.66
au1012,258.60,271.52,258.50,270.28,14.34,50998,-4002,270.52,374856,9956514.53
au1101,259.81,271.69,259.02,269.61,12.51,94,-108,269.95,1150,30749.99
au1102,259.12,272.60,259.11,270.40,13.85,130,18,271.38,252,6729.69
au1103,259.81,270.80,259.81,269.52,12.97,124,-72,269.52,248,6549.59
au1104,261.50,270.78,261.50,269.86,13.30,84,-2,269.86,64,1705.82
au1105,262.98,270.39,262.00,270.39,11.39,18,8,270.39,104,2788.59
au1106,259.38,272.00,259.34,270.48,13.11,722,452,270.94,1980,52922.45
au1107,264.15,270.01,263.10,267.91,8.56,6,4,267.91,24,637.90
au1108,268.87,268.87,268.87,268.87, ,2,2,268.87,2,53.77
au小计, ,272.60,258.50, , ,52530,-3590, ,379746,10087144.47
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1008,3980,4142,3980,4094,142,9660,1500,4108,10440,42349.86
rb1009,4029,4220,4000,4193,200,7620,-6354,4177,24936,102404.21
rb1010,4083,4206,4083,4187,119,86854,-235220,4191,1150922,4762550.23
rb1011,4112,4225,4102,4197,102,21034,-3528,4192,76916,320063.45
rb1012,4190,4300,4135,4230,63,35296,1122,4237,45100,190020.50
rb1101,4310,4407,4212,4312,27,1113860,-89886,4324,46635526,201571555.35
rb1102,4310,4410,4227,4326,32,20656,-754,4337,31118,134317.67
rb1103,4350,4448,4251,4352,32,11722,1458,4352,23246,101040.53
rb1104,4370,4465,4289,4393,50,11744,1342,4392,22866,100233.32
rb1105,4445,4571,4368,4476,35,71792,31194,4484,302686,1352456.52
rb1106,4503,4595,4385,4476,16,590,18,4490,7068,31424.61
rb1107,4537,4639,4397,4509,30,6038,5644,4518,28298,127635.68
rb1108,4548,4646,4426,4538, ,498,498,4545,15880,71441.66
rb小计, ,4646,3980, , ,1397364,-292966, ,48375002,208907493.60
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1008,4068,4068,4068,4068,0,0,-20,4068,20,81.36
wr1009,4192,4515,4138,4450,337,0,-56,4308,110,476.12
wr1010,4250,4425,4221,4386,189,1548,-1050,4398,4604,19976.93
wr1011,4210,4420,4210,4406,196,112,-44,4406,432,1859.14
wr1012,4348,4447,4225,4430,175,74,12,4436,262,1142.58
wr1101,4345,4522,4265,4438,162,72,-26,4436,1034,4554.77
wr1102,4388,4429,4385,4429,157,14,2,4429,14,61.63
wr1103,4355,4495,4345,4440,144,38,-6,4440,66,289.49
wr1104,4424,4478,4394,4430,92,6,0,4430,20,88.72
wr1105,4444,4545,4414,4500,163,32,22,4487,102,458.13
wr1106,4488,4638,4336,4490,154,0,0,4490,66,296.74
wr1107,4593,4643,4366,4490,202,4,4,4490,48,217.01
wr小计, ,4643,4068, , ,1900,-1162, ,6778,29502.63
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1009,4360,4450,4200,4300,-49,28640,-6848,4267,16088,69931.59
fu1010,4450,4520,4264,4285,-143,18482,-20608,4302,524756,2333652.55
fu1011,4480,4598,4330,4352,-117,68532,65624,4367,694506,3082029.53
fu1012,4520,4645,4371,4390,-111,11562,11322,4405,24494,108839.51
fu1101,4570,4688,4400,4444,-100,2966,2426,4462,12366,55980.58
fu1103,4675,4769,4506,4560,-40,726,452,4555,1744,8023.94
fu1104,4680,4779,4581,4607,-23,94,52,4605,298,1383.41
fu1105,4700,4810,4626,4635,-15,162,-36,4656,512,2418.72
fu1106,4731,4834,4625,4703,35,62,34,4712,586,2765.37
fu1107,4750,4859,4688,4777,83,76,0,4777,138,659.09
fu1108,4694,4920,4694,4838, ,128,128,4816,284,1367.17
fu小计, ,4920,4200, , ,131430,52546, ,1275772,5667051.47
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1008,24100,24835,23900,24600,700,3546,-26,24650,1776,21745.50
ru1009,23845,25355,23840,25165,1485,4132,-9082,25170,28704,352244.15
ru1010,23605,25330,23605,25000,1410,2222,-1314,25100,38202,469560.77
ru1011,23680,25480,23615,24945,1480,44560,-118650,25075,2644974,32102511.84
ru1101,24100,25995,24085,25320,1355,247646,25046,25515,26804968,334173457.28
ru1103,24350,26330,24320,25665,1415,82188,75688,25850,1351542,17255651.20
ru1104,24300,26340,24300,25700,1500,204,78,25830,1570,19850.53
ru1105,24450,26450,24425,25765,1465,9330,7036,25970,72892,934780.36
ru1106,24645,26390,24640,25805,1555,484,388,25940,1982,25388.88
ru1107,24500,26450,24500,25875,1575,3380,2840,25985,7312,93296.19
ru1108,25770,26380,25200,25900, ,38,38,25965,224,2895.89
ru小计, ,26450,23605, , ,397730,-17958, ,30954146,385451382.59
总计, , , , , ,3136868,-232418, ,127899526,1203356498.24
注： 1、报价单位：铜、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、燃料油、石油沥青、纸浆、不锈钢为元/吨；黄金为元/克；白银为元/千克；原油为元(人民币)/桶（交易报价为不含税价格）；20号胶为元（人民币）/吨（交易报价为不含税价格）。 2、交易单位：铜、铝、锌、铅、不锈钢为5吨/手；镍、锡为1吨/手；螺纹钢、线材、热轧卷板、石油沥青、天然橡胶、20号胶、纸浆为10吨/手；燃料油为10吨/手；黄金为1000克/手；白银为15千克/手；原油为1000桶/手。 3、成交量、持仓量、持仓变化单位为手，双边计算；成交金额单位为万元，双边计算。 4、涨跌=本月收盘价-上月收盘价。 5、小计和总计中不包括efp品种。 ,,,,,,,,,,
上海期货交易所期货价格指数
指数名,月开盘价,月最高价,月最低价,月收盘价,月涨跌点数
