交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1405,48860,51530,48170,50740,2060,2880,-47130,50570,109970,2718217.9
cu1406,48170,50280,47460,49690,1540,56026,-74082,49470,524974,12911961.3
cu1407,47660,49570,46900,49060,1410,160898,-118612,48840,1889374,45627644.78
cu1408,47370,49210,46470,48640,1300,283918,75860,48460,6329830,152601116.8
cu1409,47190,48970,46200,48380,1210,154536,73666,48210,1418908,34084177.58
cu1410,47020,48800,46080,48180,1110,45254,22360,48050,245240,5874046.48
cu1411,47170,48730,45990,48080,1120,17836,9000,47960,56952,1361326.98
cu1412,47140,48660,45930,48080,1200,12902,6658,47920,26570,631489.6
cu1501,46940,48590,45960,48090,1290,3552,940,47870,9204,219057.15
cu1502,47020,48550,45900,48020,1180,1802,482,47810,2548,60232.06
cu1503,46990,48500,45950,47880,1120,882,250,47810,2020,47707.69
cu1504,47030,48440,45970,47990,1250,1948,1444,47850,3406,80182.67
cu1505,47150,48430,46800,47900,47900,1678,1678,47790,2826,67262.24
cu小计, ,51530,45900, , ,744112,-47486, ,10621822,256284423.2
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1405,13270,13275,12915,13010,-290,32040,-13440,13020,43180,282347.78
al1406,13300,13525,12925,13260,-45,41508,-46414,13370,148496,980932
al1407,13300,13600,12965,13475,145,80566,-34236,13425,631730,4175125.37
al1408,13325,13660,13020,13530,170,135682,69924,13465,770844,5161734.32
al1409,13385,13705,13065,13565,165,61536,44024,13510,167666,1123087.4
al1410,13415,13735,13050,13600,175,17038,13236,13525,41502,278693.73
al1411,13440,13775,13140,13660,210,3006,1798,13585,7720,52123.52
al1412,13510,13805,13200,13685,185,872,442,13650,2996,20364.05
al1501,13540,13845,13250,13700,135,490,174,13650,1278,8711.41
al1502,13575,13860,13300,13675,125,144,90,13640,508,3474.54
al1503,13570,13890,13400,13770,190,180,52,13770,350,2403.78
al1504,13410,13895,13410,13800,130,30,24,13800,56,382.9
al1505,13305,13855,13305,13815,13815,18,18,13815,48,325.13
