交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铜,,,,,,,,,,
cu1105,69900,70300,65610,66680,-3520,2690,-16054,66790,40584,1376848.75
cu1106,69720,69980,64650,69190,-560,23650,-49176,68950,168590,5690088.72
cu1107,69350,69480,64110,68840,-360,86140,-99682,68610,3130166,104415429.1
cu1108,69120,69330,63860,68570,-630,166562,137478,68320,1756060,58857894.71
cu1109,69300,69390,63810,68330,-830,32806,23754,68130,122054,4070434.02
cu1110,68830,69110,63800,68300,-950,9252,7130,68060,18596,618868.52
cu1111,69040,69140,63750,67930,-1270,4030,2752,68050,7606,252374.03
cu1112,69010,69100,63540,67940,-1180,3018,1590,68020,6294,209381.36
cu1201,69190,69190,63980,67980,-1270,1236,508,68080,2078,69021.75
cu1202,69300,69770,63940,68050,-1220,928,180,68100,1056,35159.84
cu1203,69120,69200,63900,68350,-790,402,202,68340,950,31679.61
cu1204,69010,69020,63880,67990,-1330,296,250,68110,764,25333.29
cu1205,68140,68660,66110,68100, ,78,78,68420,162,5468.19
cu小计, ,70300,63540, , ,331088,9010, ,5254960,175657981.9
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:铝,,,,,,,,,,
al1105,16600,16865,16390,16540,-60,34560,-13410,16550,34900,288964.93
al1106,16730,16830,16430,16805,70,49950,-11134,16790,106700,887704.65
al1107,16860,16950,16500,16795,-55,56808,-9968,16795,246894,2058922.74
al1108,16910,17000,16540,16845,-75,51004,15338,16835,179134,1497554.64
al1109,17000,17040,16570,16880,-120,37626,12266,16870,58774,492562.48
al1110,17045,17085,16590,16880,-175,20928,7480,16875,21622,181368.36
al1111,17100,17135,16215,16875,-200,15706,4312,16900,10288,86457.13
al1112,17130,17165,16635,16920,-205,9246,4220,16915,9634,81167.26
al1201,17235,17235,16685,17020,-135,808,220,16975,1026,8675.32
al1202,17295,17295,16645,16980,-215,584,-26,17050,1204,10230.2
al1203,17300,17300,16660,17060,-240,280,80,17100,260,2212.19
al1204,17110,17215,16800,17075,-225,122,110,17075,226,1924.65
al1205,16815,17195,16780,17095, ,12,12,17095,72,611.13
al小计, ,17300,16215, , ,277634,9500, ,670734,5598355.65
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:锌,,,,,,,,,,
zn1105,17080,17260,16035,16535,-475,18340,-2414,16520,26384,217676.66
zn1106,17165,17280,16095,17110,-50,23600,-86012,17070,255490,2133898.34
zn1107,17350,17425,16200,17240,-80,83662,-127434,17180,5508626,46216589.2
zn1108,17480,17530,16365,17340,-80,219282,189080,17265,2400176,20513346.22
zn1109,17625,17670,16490,17435,-125,54960,47392,17370,176834,1513872.88
zn1110,17775,17775,16560,17555,-135,9174,6538,17495,22028,189673.9
zn1111,17895,17895,16325,17600,-280,3992,3616,17565,8328,71830.41
zn1112,18000,18000,16425,17660,-345,880,528,17660,2018,17487.5
zn1201,17900,18500,17000,18500,285,586,282,17885,1704,14875.84
zn1202,18100,18700,17150,18700,400,384,108,18605,802,7062.45
zn1203,18140,18500,17205,17980,-320,184,78,17935,468,4152.51
zn1204,17880,18190,17300,18115,-530,102,100,18135,574,5079.68
zn1205,17800,18125,17610,18210, ,16,16,18210,46,409.57
zn小计, ,18700,16035, , ,415162,31878, ,8403478,70905955.13
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:黄金,,,,,,,,,,
au1105,321,321,321,321,-4,36,0,321,6,192.6
au1106,320.78,324.14,312.23,324,4,1318,-4844,321.17,14488,460443.09
au1107,315,319.87,309.01,317.62,1.92,74,36,317.62,558,17540.17
au1108,316.16,321.19,306.01,316.05,-2.89,6,2,318.62,14,441.24
au1109,316,319.75,308.22,319.75,2.87,38,-6,319.75,508,15908.32
au1110,313.47,317.62,308.1,320.06,3.25,38,-18,320.06,114,3561.76
au1111,315.3,319.45,307.03,319.66,2.67,46,16,319.66,222,6942.89
au1112,318,321,308.1,320.01,2.61,49170,-394,320.32,431764,13535059.72
au1201,316.71,321.19,304.01,319.84,2.12,58,0,320.34,986,30972.14
au1202,317.1,321.99,309.59,320.13,1.04,70,4,321.07,104,3265.27
au1203,316.4,321.39,310.8,319.87,1.12,62,18,320.73,86,2717.44
au1204,316.18,320.37,309.09,320.37,1.48,14,8,320.37,26,812.86
au1205,314.7,319.8,314.7,319.8, ,4,4,319.8,4,126.9
au小计, ,324.14,304.01, , ,50934,-5174, ,448880,14077984.41
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1105,4900,5100,4826,5039,138,2940,-1322,5039,2042,10166
rb1106,4964,5178,4771,5039,104,0,-244,4988,734,3616.6
rb1107,4884,4989,4793,4970,69,916,-346,4979,1752,8579.59
rb1108,4888,4988,4783,4948,76,378,76,4944,692,3375.93
rb1109,4905,4927,4763,4900,19,1456,88,4902,11316,54659.59
rb1110,4923,4965,4766,4875,-40,640362,-50340,4873,14450790,69975002.76
rb1111,4961,4961,4739,4875,-36,858,-60,4859,3028,14681.96
rb1112,4957,4964,4679,4886,-28,262,-306,4887,922,4486.6
rb1201,4970,4998,4809,4936,-19,22550,12014,4933,62446,305215.31
rb1202,4991,5200,4803,4931,-36,70,24,4931,228,1116.16
rb1203,4905,4948,4773,4935,-89,10,6,4935,28,136.64
rb1204,5003,5009,4799,4939,-109,188,186,4939,482,2374.37
rb1205,4992,4992,4800,4947, ,242,242,4954,616,3012.35
rb小计, ,5200,4679, , ,670232,-39982, ,14535076,70386423.84
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1106,4747,4747,4747,4747,18,0,-2,4747,2,9.49
wr1107,4912,4912,4606,4749,-53,2,0,4749,30,143.53
wr1108, , , ,4818,0,6,0,4818,0,0
wr1109,4749,4941,4678,4872,9,2,0,4872,62,300.5
wr1110,4950,4985,4733,4828,-82,2,-26,4828,108,522.46
wr1111,4649,4770,4649,4789,-55,6,4,4789,8,37.56
wr1201,4671,4949,4671,4873,-27,2,2,4893,40,193.23
wr1202,4754,4898,4754,4878,22,0,0,4878,6,29.06
wr1203,4868,5038,4620,4870,-18,4,4,4870,22,107.76
wr1205,4690,4850,4690,4777, ,0,0,4777,4,19.08
wr小计, ,5038,4606, , ,24,-18, ,282,1362.67
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1106,4700,5135,4700,4950,250,600,-860,4950,1440,6964.44
fu1107,4945,5109,4800,4800,-80,60,-74,4862,458,2234.5
fu1108,4899,4980,4762,4972,78,68,-58,4972,428,2086.37
fu1109,4943,5059,4789,5039,100,39330,588,5042,381890,1889881.7
fu1110,4972,5033,4855,5019,72,178,-24,5013,478,2379.48
fu1111,5003,5038,4894,5024,37,400,34,5024,352,1747.48
fu1112,5003,5048,4781,5033,19,508,-34,5036,442,2197.05
fu1202,5106,5109,4980,5070,-73,76,-12,5070,24,608.76
fu1203,5077,5140,4903,5065,-101,58,52,5065,198,4949.14
fu1204,5010,5120,4850,5077,-104,6,0,5077,28,704.47
fu1205,4760,5280,4760,5200, ,4,4,5200,32,810.67
fu小计, ,5280,4700, , ,41288,-384, ,385770,1914564.07
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1105,35555,36050,33500,33900,-2150,2200,-936,33920,2996,51857.41
ru1106,34510,35200,32230,35025,355,1910,-622,35045,5412,91917.64
ru1107,32980,34015,30170,33950,1045,3846,180,33895,8338,136800.77
ru1108,31970,33200,29795,33090,675,852,-66,32955,2846,45588.47
ru1109,32000,33100,29400,32850,990,253568,31800,32765,21009752,330391073.3
ru1110,31790,33080,29655,32890,1235,186,44,32825,1904,29877.94
ru1111,31620,33130,29160,32760,1390,6132,3410,32845,23172,361298.91
ru1201,31785,33865,29805,33575,1760,8506,7160,33525,67206,1076256.51
ru1203,32330,33975,30500,33600,1050,208,104,33670,588,9413.22
ru1204,32550,33600,30605,33600,735,8,6,33600,76,1209.4
ru1205,33195,34390,31595,33960, ,100,100,33870,324,5392.87
ru小计, ,36050,29160, , ,277516,41180, ,21122614,332200686.4
总计, , , , , ,2072252,45618, ,50896866,673893831.2
注： 1、报价单位：铜、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、燃料油、石油沥青、纸浆、不锈钢为元/吨；黄金为元/克；白银为元/千克；原油为元(人民币)/桶（交易报价为不含税价格）；20号胶为元（人民币）/吨（交易报价为不含税价格）。 2、交易单位：铜、铝、锌、铅、不锈钢为5吨/手；镍、锡为1吨/手；螺纹钢、线材、热轧卷板、石油沥青、天然橡胶、20号胶、纸浆为10吨/手；燃料油为10吨/手；黄金为1000克/手；白银为15千克/手；原油为1000桶/手。 3、成交量、持仓量、持仓变化单位为手，双边计算；成交金额单位为万元，双边计算。 4、涨跌=本月收盘价-上月收盘价。 5、小计和总计中不包括efp品种。 ,,,,,,,,,,
上海期货交易所期货价格指数,,,,,,,,,,
指数名,月开盘价,月最高价,月最低价,月收盘价,月涨跌点数,,,,,
