交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:螺纹钢,,,,,,,,,,
rb1012,4800,4870,4750,4830,30,8940,118,4852,962,4648.86
rb1101,4611,5130,4610,5130,507,6244,-46520,4901,85744,405388.69
rb1102,4616,4870,4616,4870,264,1266,-230,4863,3002,14237.20
rb1103,4610,4845,4610,4826,215,3784,-1658,4821,6414,30260.73
rb1104,4605,4812,4605,4800,183,6658,-1642,4804,3608,17070.12
rb1105,4632,4832,4626,4812,178,568186,-67778,4803,12762306,60606168.26
rb1106,4577,4821,4577,4799,149,1280,-116,4795,3292,15633.05
rb1107,4664,5019,4659,4799,132,5056,-730,4786,3588,17017.02
rb1108,4705,4840,4628,4802,131,352,-4,4803,378,1801.05
rb1109,4701,4846,4686,4823,122,1976,716,4823,7760,37135.55
rb1110,4747,4904,4740,4887,139,58614,35176,4877,166000,804084.20
rb1111,4915,5077,4643,4870,122,544,536,4870,4190,20344.35
rb1112,4910,4910,4870,4880, ,0,0,4880,4,19.56
rb小计, ,5130,4577, , ,662900,-82132, ,13047248,61973808.63
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:线材,,,,,,,,,,
wr1101,4561,4856,4561,4700,98,0,-8,4700,36,169.95
wr1102,4526,4732,4526,4732,64,2,-14,4732,28,130.16
wr1103,4739,4978,4651,4726,34,6,-8,4726,42,200.71
wr1104,4590,4850,4590,4790,159,4,2,4790,8,38.01
wr1105,4680,4795,4590,4690,28,36,-20,4690,280,1317.81
wr1106,4650,4750,4650,4687,-9,2,0,4687,8,37.50
wr1107,4827,4848,4470,4848,123,2,0,4848,16,75.36
wr1108,4608,4740,4608,4626,42,16,0,4626,12,56.05
wr1109,4793,4793,4618,4675,-98,4,2,4675,26,122.49
wr1110,4700,4712,4700,4689,-71,6,0,4689,4,18.82
wr1111,4703,4960,4510,4758,42,0,0,4758,28,132.60
wr1112,5089,5089,4707,4927, ,0,0,4927,8,39.21
wr小计, ,5089,4470, , ,78,-46, ,496,2338.67
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:燃料油,,,,,,,,,,
fu1101,4600,4760,4570,4595,-55,15320,-806,4595,6026,28117.03
fu1103,4752,4951,4722,4735,-60,59222,-11980,4737,1232748,5990142.98
fu1104,4885,5001,4805,4820,-38,252,-44,4825,1800,8863.82
fu1105,4905,5092,4885,4902,-30,28092,22702,4913,135904,679441.00
fu1106,4942,5179,4935,4988,11,396,278,4996,904,4556.51
fu1107,5088,5187,4970,4970,-48,126,-2,5066,186,951.43
fu1108,5122,5272,5110,5119,58,128,-22,5114,104,539.35
fu1109,5080,5389,5080,5189,49,648,108,5155,640,3338.98
fu1110,5076,5335,5075,5205,115,104,10,5199,60,312.04
fu1111,5210,5576,5210,5276,76,48,22,5263,134,711.88
fu1112,5321,5398,5221,5300, ,36,36,5306,78,414.21
fu小计, ,5576,4570, , ,104372,10302, ,1378584,6717389.23
交割月份,月开盘价,最高价,最低价,月收盘价,涨跌,持仓量,持仓变化,月末结算价,成交量,成交金额
商品名称:天然橡胶,,,,,,,,,,
ru1101,30540,36850,30285,36000,5515,3988,-896,35770,11858,204605.34
ru1103,30580,37280,30300,36540,5960,13082,-12,36160,149888,2532819.57
ru1104,30700,37560,30390,36740,6240,402,-46,36435,2978,51521.70
ru1105,30635,37855,30560,37190,6310,165546,24966,36760,21187448,369951988.98
ru1106,30215,37675,29990,36820,6625,1262,110,36470,3004,50971.99
ru1107,30200,37390,30140,36680,6225,4710,-3070,36465,17412,296083.65
ru1108,29550,37640,29540,37575,7625,896,82,36235,990,17013.97
ru1109,30590,37825,30055,37040,6640,24452,9770,36680,311380,5531119.60
ru1110,30050,37155,30050,36290,6490,172,-106,36230,662,11010.74
ru1111,30235,36930,30235,35995,6495,40,30,35895,236,4144.44
ru小计, ,37855,29540, , ,214550,30828, ,21685856,378651279.96
总计, , , , , ,2112448,73184, ,61244584,840717131.82
注： 1、报价单位：铜、铝、锌、铅、镍、锡、螺纹钢、线材、热轧卷板、天然橡胶、燃料油、石油沥青、纸浆、不锈钢为元/吨；黄金为元/克；白银为元/千克；原油为元(人民币)/桶（交易报价为不含税价格）；20号胶为元（人民币）/吨（交易报价为不含税价格）。 2、交易单位：铜、铝、锌、铅、不锈钢为5吨/手；镍、锡为1吨/手；螺纹钢、线材、热轧卷板、石油沥青、天然橡胶、20号胶、纸浆为10吨/手；燃料油为10吨/手；黄金为1000克/手；白银为15千克/手；原油为1000桶/手。 3、成交量、持仓量、持仓变化单位为手，双边计算；成交金额单位为万元，双边计算。 4、涨跌=本月收盘价-上月收盘价。 5、小计和总计中不包括efp品种。 ,,,,,,,,,,
上海期货交易所期货价格指数
指数名,月开盘价,月最高价,月最低价,月收盘价,月涨跌点数
注： 1、涨跌点数以上月收盘价为基准。 指数免责声明： 1、本文件涉及所有信息，包括但不限于所有的文字、数据、图表、表格、计算方式（以下统称为“信息”）属于上海期货交易所的财产，受中国知识产权法等相关法律保护。这些信息仅供参考之用。 2、本文件涉及任何信息被确认为来源可靠，但只供相关知晓所用，非为特定个人、公司或者其他组织提供。本文任何信息，或者包含上述信息的其他内容均不构成上海期货交易所对任何期货、其他金融产品或投资工具或任何交易策略的依据或建议，而且上海期货交易所及其关联方均未认可、同意或以其他方式表示关于任何期货公司、期货、其他金融产品或投资工具或交易策略的意见。投资者在作出一项投资决定时，应该充分考虑到投资的风险，并且了解投资相关的所有程序及所涉文件，而不是基于本文的陈述。 3、上海期货交易所不保证所有信息的精确性、完整性，并且对所有信息在编制、发布等过程涉及的计算错误、漏发或者发布中断不承担任何责任，不明示或者暗示使用本文中的信息，不保证使用本文信息的适用性。当信息被认为是可适用的，对任何因直接或间接使用本文中任何信息而造成的任何索赔或者损失，包括但不限于因有关内容不准确、不完整等而导致的利息损失、惩罚性或者间接性损失，上海期货交易所无须承担任何法律责任。 上海期货交易所 所有权保留,,,,,
